fid,ext,tipo_infra,fluxo_infr,inicio,contabilizar,vias,area_plane,local_infr,final,SHAPE__Length,rp,status,cod_rp,score_infra,cluster_seguranca,score_seguranca_final,safety_score_refinado,safety_score_final_v2
116,0.73471128,FAIXA COMPARTILHADA NA PISTA,NÃO IDENTIFICADO,Rua da Reverência,Sim,Rua da Ventura,4,Não identificado,Rua André Rocha,734.664804513917,JACAREPAGUÁ,IMPLANTADA,4.1,3,1,9.5,9.0,9.0
117,0.1996979,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,"Rua Mandina, em torno da Praça Delfos",Sim,Praça Delfos,4,No bordo direito da pista,"Rua Creso, em torno da Praça Delfos",199.685457618644,JACAREPAGUÁ,IMPLANTADA,4.1,3,0,6.0,4.5,4.5
118,0.05202122,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,"Rua João Bruno Lobo, em torno da Praça do Bandolim",Sim,Praça do Bandolim,4,No bordo esquerdo da pista,"Rua Mandina, em torno da Praça do Bandolim",52.0180587943934,JACAREPAGUÁ,IMPLANTADA,4.1,3,0,6.0,4.5,4.5
119,0.26876539,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Praça Professora Nídea Otero,Sim,Estrada do Tindiba,4,Na calçada,Número 3147,268.749580759249,JACAREPAGUÁ,IMPLANTADA,4.1,4,2,2.5,2.5,2.5
120,0.58166767,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Rua Soldado Bruno Estrífica,Sim,Rua Rodolfo Portugal Milward,4,No bordo esquerdo da pista,Rua da Reverência,581.631140080252,JACAREPAGUÁ,IMPLANTADA,4.1,3,0,6.0,4.5,4.5
121,0.4411789,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Próximo a Praça Delfos,Sim,Rua Creso,4,Não identificado,Número 17,441.151123048264,JACAREPAGUÁ,IMPLANTADA,4.1,3,0,6.0,5.5,5.5
122,0.60105917,FAIXA COMPARTILHADA NA PISTA,NÃO IDENTIFICADO,Praça do Bandolim,Sim,Rua Mandina,4,Não identificado,Praça Delfo,601.0221860715,JACAREPAGUÁ,IMPLANTADA,4.1,3,1,9.5,9.0,9.0
123,0.2450006,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Rua João Bruno Lobo,Sim,Rua Diógenes,4,No bordo direito da pista,Rua Delfos,244.985733442571,JACAREPAGUÁ,IMPLANTADA,4.1,3,0,6.0,4.5,4.5
124,0.15286651,FAIXA COMPARTILHADA NA PISTA,NÃO IDENTIFICADO,Rua Rodolfo Portugal Milward,Sim,Rua Soldado Bruno Estrifica,4,Não identificado,Rua João Bruno Lobo,152.857255553049,JACAREPAGUÁ,IMPLANTADA,4.1,3,1,9.5,9.0,9.0
125,0.21415626,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 57,Sim,Rua Isidro de Figueiredo,2,No meio da pista,Número 03,214.157676603737,TIJUCA,IMPLANTADA,2.2,3,0,6.0,4.5,5.0
126,0.2246693,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 12  (Sentido Guaratiba),Sim,Estrada da Cachamorra,5,Na calçada,Praça Antônio Goulart,224.639834076272,CAMPO GRANDE,IMPLANTADA,5.2,4,2,2.5,2.5,2.0
127,0.45776156,CICLOFAIXA,NÃO IDENTIFICADO,Avenida Radial Oeste,Sim,Avenida Maracanã,2,Na calçada,Rua Professor Eurico Rabelo,457.765311988055,TIJUCA,IMPLANTADA,2.2,2,1,9.5,9.5,10.0
128,0.30315213,FAIXA COMPARTILHADA NA PISTA,BIDIRECIONAL,Rua Cordeiro da Graça,Sim,Avenida Cidade de Lima,1,No bordo esquerdo da pista,Avenida Professor Pereira Reis,303.157968638481,CENTRO,IMPLANTADA,1.1,3,2,2.5,1.0,1.0
129,0.40955715,CICLOFAIXA,BIDIRECIONAL,Rua Paula Souza,Sim,Rua Professor Eurico Rabêlo,2,No bordo esquerdo da pista,Após a Rua Isidro de Figueiredo,409.560074084355,TIJUCA,IMPLANTADA,2.2,2,2,2.5,1.0,1.5
130,1.39605556,CICLOFAIXA,UNIDIRECIONAL,Rua Taperoá,Sim,Rua Engenheiro Francisco Passos,3,Na calçada,Avenida Braz de Pina,1396.03235427628,PENHA,IMPLANTADA,3.5,2,0,6.0,6.0,6.0
131,0.06633919,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Rua José Moura da Silva,Sim,Rua Haroldo Lobo,3,Na calçada,Estrada do Galeão,66.3402821796576,ILHA DO GOVERNADOR,IMPLANTADA,3.7,4,2,2.5,2.5,2.5
132,0.82365457,CICLOVIA,BIDIRECIONAL,Oposto ao número 535,Sim,Avenida do Magistério,3,Na calçada,Número 48,823.672899106773,ILHA DO GOVERNADOR,IMPLANTADA,3.7,1,2,2.5,2.5,2.5
133,0.12485886,FAIXA COMPARTILHADA NA PISTA,NÃO IDENTIFICADO,Número 12,Sim,Rua da União,1,No bordo esquerdo da pista,Número 40,124.861526782561,CENTRO,IMPLANTADA,1.1,3,1,9.5,8.0,8.0
134,1.02060744,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 132,Sim,Via B4,1,Na calçada,Via Binário do porto,1020.62695082916,CENTRO,IMPLANTADA,1.1,4,2,2.5,2.5,2.5
135,0.93075,CICLOVIA,BIDIRECIONAL,Parque Manuel Bandeira,Sim,Praia de Olaria,3,Na calçada,Parque Manuel Bandeira,930.778866072319,ILHA DO GOVERNADOR,IMPLANTADA,3.7,1,2,2.5,2.5,2.5
136,0.53380226,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 486,Sim,Rua Caruaru,2,No bordo direito da pista,Número 30,533.797478526086,TIJUCA,IMPLANTADA,2.2,3,0,6.0,4.5,5.0
137,0.26079735,CICLOFAIXA,BIDIRECIONAL,Número 455,Sim,Rua Professor Eurico Rabêlo,2,No bordo esquerdo da pista,Número 125,260.799187457805,TIJUCA,IMPLANTADA,2.2,2,2,2.5,1.0,1.5
138,0.21339528,CICLOFAIXA,NÃO IDENTIFICADO,Rua Professor Eurico Rabelo,Sim,Avenida Professor Manoel de Abreu,2,Na calçada,Avenida Radial Oeste,213.396511705329,TIJUCA,IMPLANTADA,2.2,2,1,9.5,9.5,10.0
139,0.64372762,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 167,Sim,Rua Visconde de Itamarati,2,No meio da pista,Rua Professor Eurico Rabelo,643.731663013475,TIJUCA,IMPLANTADA,2.2,3,0,6.0,4.5,5.0
140,0.10468668,CICLOFAIXA,UNIDIRECIONAL,Número 125,Sim,Rua Pedro Ernesto,1,No bordo direito da pista,Rua da Gamboa,104.689079478855,CENTRO,IMPLANTADA,1.1,2,0,6.0,4.5,4.5
141,1.12344551,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Rua Dois de Fevereiro,Sim,Rua Ramiro Magalhães,3,Na calçada,Rua Doutor Leal,1123.41750837567,MÉIER,IMPLANTADA,3.2,4,2,2.5,2.5,2.5
142,0.32878269,CICLOFAIXA,NÃO IDENTIFICADO,Número 125,Sim,Rua Professor Eurico Rabêlo,2,Na calçada,Av: Prof Manoel de Abreu,328.784637563618,TIJUCA,IMPLANTADA,2.2,2,1,9.5,9.5,10.0
143,0.23006889,FAIXA COMPARTILHADA NA CALÇADA,NÃO IDENTIFICADO,Praça Santo Cristo,Sim,Avenida Professor Pereira Reis,1,Na calçada,Via B4,230.073506847848,CENTRO,IMPLANTADA,1.1,4,1,9.5,9.5,9.5
144,0.30139225,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 19,Sim,Rua Araxá,2,No bordo direito da pista,Número 551,301.389582053146,TIJUCA,IMPLANTADA,2.2,3,0,6.0,4.5,5.0
145,0.56597718,FAIXA COMPARTILHADA NA CALÇADA,NÃO IDENTIFICADO,Praça Marechal Hermes,Sim,Via D1,1,Na calçada,Rua General. Luiz Mendes de Morais,565.98731435927,CENTRO,IMPLANTADA,1.1,4,1,9.5,9.5,9.5
146,0.69986743,CICLOVIA,NÃO IDENTIFICADO,Via interna do Condomínio Nova CCPL,Sim,Condomínio Nova CCPL,3,via interna do condomínio,Via interna do Condomínio Nova CCPL,699.867074846861,MÉIER,IMPLANTADA,3.2,1,1,9.5,9.0,9.0
147,0.27708141,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 06,Sim,Praça Edmundo Rêgo,2,Não identificado,Número 05,277.078928732657,TIJUCA,IMPLANTADA,2.2,3,0,6.0,5.5,6.0
148,0.07671524,FAIXA COMPARTILHADA NA CALÇADA,NÃO IDENTIFICADO,Praça Marechal Hermes,Sim,Avenida Cidade de Lima,1,Na calçada,Via D1,76.7165753217957,CENTRO,IMPLANTADA,1.1,4,1,9.5,9.5,9.5
149,0.78174763,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Rua Leopoldo Bulhões Número 378,Sim,Canal da Cunha,3,Na calçada,Rua Vinte,781.748305586822,RAMOS,IMPLANTADA,3.1,4,2,2.5,2.5,2.5
150,0.37772424,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Oposto ao número 238,Sim,Rua Doutor Padilha,3,Na calçada,"Rua das Oficinas, oposto ao número 84",377.716863839663,MÉIER,IMPLANTADA,3.2,4,2,2.5,2.5,2.5
151,0.24161277,CICLOFAIXA,BIDIRECIONAL,Oposto ao número 84,Sim,Rua das Oficinas,3,Na calçada,"Rua das Oficinas, oposto ao número 171",241.607772650496,MÉIER,IMPLANTADA,3.2,2,2,2.5,2.5,2.5
152,0.68711967,CICLOFAIXA,NÃO IDENTIFICADO,Rua Professor Manoel de Abreu,Sim,Avenida Radial Oeste,2,Na calçada,Avenida Maracanã,687.124940594702,TIJUCA,IMPLANTADA,2.2,2,1,9.5,9.5,10.0
153,0.2452168,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Oposto ao número 171,Sim,Rua das Oficinas,3,Na calçada,"Rua José dos Reis, oposto ao número 423",245.211460145952,MÉIER,IMPLANTADA,3.2,4,2,2.5,2.5,2.5
154,0.64720968,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 852,Sim,Avenida Athos da Silveira Ramos,3,Na calçada,Avenida Horácio Macedo,647.214744165617,ILHA DO GOVERNADOR,IMPLANTADA,3.7,4,2,2.5,2.5,2.5
155,0.50115861,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 4390 - Canteiro central,Sim,Avenida Horácio Macedo,3,Na calçada,Número 3111 - Canteiro central,501.161468523848,ILHA DO GOVERNADOR,IMPLANTADA,3.7,4,2,2.5,2.5,2.5
156,0.36098695,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 662,Sim,Avenida Horácio Macedo,3,Na calçada,"Avenida Pedro Calmon, número 429",360.990303800085,ILHA DO GOVERNADOR,IMPLANTADA,3.7,4,2,2.5,2.5,2.5
157,0.20912459,CICLOFAIXA,BIDIRECIONAL,Rua Paulo Emídio Barbosa,Sim,Rua Pascoal Lemme,3,No bordo direito da pista,Rua Afrânio Coutinho,209.127130183552,ILHA DO GOVERNADOR,IMPLANTADA,3.7,2,2,2.5,1.0,1.0
158,0.05579613,CICLOFAIXA,BIDIRECIONAL,S/N Centro de Ciências da Saúde,Sim,Avenida Carlos Chagas Filho,3,No bordo direito da pista,S/N Escola de Ed. Física e Desportos,55.7964560182485,ILHA DO GOVERNADOR,IMPLANTADA,3.7,2,2,2.5,1.0,1.0
159,0.16769613,CICLOVIA,BIDIRECIONAL,Esquina Rua Paulo Emídio Barbosa,Sim,Rua Aloísio Teixeira,3,Na calçada,"Rua Aloísio Teixeira, próximo ao TechnipFMC",167.698182084292,ILHA DO GOVERNADOR,IMPLANTADA,3.7,1,2,2.5,2.5,2.5
160,0.48476667,FAIXA COMPARTILHADA NA PISTA,BIDIRECIONAL,Rua César Pernetta,Sim,Rua Manoel Frota Moreira,3,No bordo direito da pista,Avenida Carlos Chagas Filho,484.76913539945,ILHA DO GOVERNADOR,IMPLANTADA,3.7,3,2,2.5,1.0,1.0
161,0.67052729,CICLOVIA,BIDIRECIONAL,Rua Dezenove,Sim,Avenida Carlos Chagas Filho,3,No bordo direito da pista,Rua Largo Wando de Oliveira,670.53207595472,ILHA DO GOVERNADOR,IMPLANTADA,3.7,1,2,2.5,1.0,1.0
162,0.49006658,CICLOFAIXA,BIDIRECIONAL,Número 200,Sim,Rua Major Ávila,2,No bordo direito da pista,Avenida Maracanã,490.069308050173,TIJUCA,IMPLANTADA,2.2,2,2,2.5,1.0,1.5
163,0.44342298,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 1.480,Sim,Rua Leopoldo Bulhões,3,Na calçada,Rua Maravilha,443.421915305467,RAMOS,IMPLANTADA,3.1,4,2,2.5,2.5,2.5
164,0.04751645,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 1.480,Sim,Rua Leopoldo Bulhões,3,Na calçada,Rua Maravilha,47.5164001441214,RAMOS,IMPLANTADA,3.1,4,2,2.5,2.5,2.5
165,0.31951104,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Esquina Rua Ipiru,Sim,Estrada da Bica,3,No bordo direito da pista,"Estrada do Rio Jequiá, oposto ao número 1710",319.519813637815,ILHA DO GOVERNADOR,IMPLANTADA,3.7,3,0,6.0,4.5,4.5
166,1.53701346,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Oposto ao número 1710,Sim,Estrada do Rio Jequiá,3,Na calçada,Número 46,1537.06024952299,ILHA DO GOVERNADOR,IMPLANTADA,3.7,4,2,2.5,2.5,2.5
167,1.60948993,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Rua Mareante,Sim,Avenida Paranapuã,3,No bordo direito da pista,"Avenida do Magistério, oposto ao número 615",1609.53531119347,ILHA DO GOVERNADOR,IMPLANTADA,3.7,3,0,6.0,4.5,4.5
168,0.96238346,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Próximo ao CENPES,Sim,Avenida Carlos Chagas Filho,3,Na calçada,Rua Dezenove,962.38841635078,ILHA DO GOVERNADOR,IMPLANTADA,3.7,4,2,2.5,2.5,2.5
169,0.14113496,CICLOFAIXA,BIDIRECIONAL,Saída da Avenida Brigadeiro Trompowski,Sim,Avenida Brigadeiro Trompowski,3,No bordo direito da pista,"Av. Horácio Macedo, oposto ao número 5323",141.135515668608,ILHA DO GOVERNADOR,IMPLANTADA,3.7,2,2,2.5,1.0,1.0
170,0.64821699,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Rua Largo Wando de Oliveira,Sim,Avenida Carlos Chagas Filho,3,No bordo direito da pista,Oposto a Rua Dezenove,648.22148020512,ILHA DO GOVERNADOR,IMPLANTADA,3.7,4,2,2.5,1.0,1.0
171,2.43665654,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Próximo ao número 7398,Sim,Estrada do Mato Alto,5,No bordo direito da pista,Próximo à Clínica da Família Agenor de Miranda Araújo Neto,2436.32011431458,GUARATIBA,IMPLANTADA,5.4,4,2,2.5,1.0,0.8
172,0.16055502,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Esquina Rua Ipiru,Sim,Estrada da Bica,3,No bordo direito da pista,"Estrada do Rio Jequiá, oposto ao número 1710",160.559332960324,ILHA DO GOVERNADOR,IMPLANTADA,3.7,3,0,6.0,4.5,4.5
173,0.24171347,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Oposto ao número 46,Sim,Estrada do Rio Jequiá,3,No bordo direito da pista,Rua Nereida,241.721130891404,ILHA DO GOVERNADOR,IMPLANTADA,3.7,3,0,6.0,4.5,4.5
174,7.12590826,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Estrada do Dendê,Sim,Estrada do Rio Jequiá,3,No bordo direito da pista,Praia de Olaria,7126.14289396723,ILHA DO GOVERNADOR,IMPLANTADA,3.7,3,0,6.0,4.5,4.5
175,0.19706319,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Rua Mareante,Sim,Avenida Paranapuã,3,No bordo direito da pista,"Avenida do Magistério, oposto ao número 615",197.06919058974,ILHA DO GOVERNADOR,IMPLANTADA,3.7,3,0,6.0,4.5,4.5
176,0.78460563,CICLOFAIXA,BIDIRECIONAL,Oposto ao número 423,Sim,Rua José dos Reis,3,Na calçada,"Rua Arquias Cordeiro, oposto ao número 1046",784.588610280025,MÉIER,IMPLANTADA,3.2,2,2,2.5,2.5,2.5
177,0.39926507,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 467,Sim,Rua Comendador Martineli,2,No bordo direito da pista,Número 179,399.260828368439,TIJUCA,IMPLANTADA,2.2,3,0,6.0,4.5,5.0
178,0.24122305,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Oposto ao número 1046,Sim,Rua Arquias Cordeiro,3,Na calçada,"Rua Doutor Padilha, oposto ao número 156",241.218116750798,MÉIER,IMPLANTADA,3.2,4,2,2.5,2.5,2.5
179,0.20375142,FAIXA COMPARTILHADA NA CALÇADA,NÃO IDENTIFICADO,Número 12,Sim,Praça Varnhagem,2,Na calçada,Número 179,203.752509846784,TIJUCA,IMPLANTADA,2.2,4,1,9.5,9.5,10.0
180,0.08410517,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Oposto ao número 156,Sim,Rua Doutor Padilha,3,Na calçada,"Rua Doutor Padilha, oposto ao número 238",84.1034889722246,MÉIER,IMPLANTADA,3.2,4,2,2.5,2.5,2.5
181,0.42818519,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 99,Sim,Rua Jaceguai,2,No meio da pista,Número 07,428.187535413066,TIJUCA,IMPLANTADA,2.2,3,0,6.0,4.5,5.0
182,1.03006283,CICLOFAIXA,BIDIRECIONAL,Número 200,Sim,Rua Barão de Mesquita,2,No bordo esquerdo da pista,Número 20,1030.06935382391,TIJUCA,IMPLANTADA,2.2,2,2,2.5,1.0,1.5
183,0.09654668,FAIXA COMPARTILHADA NA CALÇADA,NÃO IDENTIFICADO,Número 278,Sim,Avenida Paula Sousa,2,Na calçada,Número 410,96.5474916300028,TIJUCA,IMPLANTADA,2.2,4,1,9.5,9.5,10.0
184,0.49765547,FAIXA COMPARTILHADA NA CALÇADA,NÃO IDENTIFICADO,Via D1,Sim,Rua General Luís Mendes de Morais,1,Na calçada,Praça  Marechal Hermes,497.664127021652,CENTRO,IMPLANTADA,1.1,4,1,9.5,9.5,9.5
185,0.42076483,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Rua Ipiru,Sim,Praia da Bica,3,No bordo direito da pista,Estrada da Bica,420.775652288072,ILHA DO GOVERNADOR,IMPLANTADA,3.7,3,0,6.0,4.5,4.5
186,2.14845439,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 302,Sim,Praça Jerusalém,3,No bordo direito da pista,Rua República Árabe da Síria,2148.49507425215,ILHA DO GOVERNADOR,IMPLANTADA,3.7,3,0,6.0,4.5,4.5
187,3.01229015,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Próximo ao número 7398,Sim,Estrada do Mato Alto,5,No bordo direito da pista,Próximo à Clínica da Família Agenor de Miranda Araújo Neto,3011.86354156966,GUARATIBA,IMPLANTADA,5.4,4,2,2.5,1.0,0.8
188,0.42513961,CICLOFAIXA,BIDIRECIONAL,Rua Sena,Sim,Avenida do Magistério,3,No bordo direito da pista,Número 535,425.150032932589,ILHA DO GOVERNADOR,IMPLANTADA,3.7,2,2,2.5,1.0,1.0
189,0.63236687,CICLOVIA,BIDIRECIONAL,Oposto ao número 48,Sim,Avenida do Magistério,3,Na calçada,Rua Francisco Neves,632.379023964269,ILHA DO GOVERNADOR,IMPLANTADA,3.7,1,2,2.5,2.5,2.5
190,1.18305977,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Estrada Governador Chagas Freitas,Sim,Rua Francisco Neves,3,No bordo direito da pista,Rua José Moura da Silva,1183.08012408893,ILHA DO GOVERNADOR,IMPLANTADA,3.7,3,0,6.0,4.5,4.5
191,0.06779849,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,"Rua Guarujá, número 5555",Sim,Rua Soldado Hamilton de Silva e Costa,5,Na calçada,Número 04,67.7878706064319,SANTA CRUZ,IMPLANTADA,5.3,4,2,2.5,2.5,2.0
192,3.36423357,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 93,Sim,Rua Guarujá,5,No bordo direito da pista,Número 3355,3363.72867088429,CAMPO GRANDE,IMPLANTADA,5.2,4,2,2.5,1.0,0.8
193,0.19771405,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Rua Luís Renato Caldas,Sim,Praça Walter Baptist Mors,3,Na calçada,Rua Manoel Frota Moreira,197.714815032149,ILHA DO GOVERNADOR,IMPLANTADA,3.7,4,2,2.5,2.5,2.5
194,0.03962532,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 183,Sim,Largo Wanda de Oliveira,3,Na calçada,Avenida Governador Chagas Filho,39.6256543486666,ILHA DO GOVERNADOR,IMPLANTADA,3.7,4,2,2.5,2.5,2.5
195,0.38226898,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Avenida Horácio Macedo,Sim,Rua Milton Santos,3,Na calçada,"Avenida Athos da Silveira Ramos, número 852",382.271675862346,ILHA DO GOVERNADOR,IMPLANTADA,3.7,4,2,2.5,2.5,2.5
196,0.63273391,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 421,Sim,Rua Pereira da Silva,2,No bordo direito da pista,Número 61,632.751023599854,LARANJEIRAS,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
197,0.82032625,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 920,Sim,Rua Jardim Botânico,2,Na calçada,Número 1060,820.334834768784,JARDIM BOTÂNICO,IMPLANTADA,2.1,4,2,2.5,2.5,3.0
198,0.36238191,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 240,Sim,Avenida Padre Leonel Franca,2,Na calçada,Número 480,362.384254941759,GÁVEA,IMPLANTADA,2.1,4,2,2.5,2.5,3.0
199,0.13149996,CICLOFAIXA,BIDIRECIONAL,Ciclovia da Lagoa Rodrigo de Freitas,Sim,Praça José M. Filho,2,No canteiro central,Praça Santa Margarida Maria,131.502469191142,LAGOA,IMPLANTADA,2.1,2,2,2.5,3.0,3.5
200,0.24921529,FAIXA COMPARTILHADA NA CALÇADA,NÃO IDENTIFICADO,Número 04,Sim,Rua Farani,2,Na calçada,Número 260,249.22265138021,BOTAFOGO,IMPLANTADA,2.1,4,1,9.5,9.5,10.0
202,0.20815481,CICLOFAIXA,BIDIRECIONAL,Número 30,Sim,Avenida Calógeras,1,No bordo esquerdo da pista,Número 06,208.161764236157,CENTRO,IMPLANTADA,1.1,2,2,2.5,1.0,1.0
203,0.48893773,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Esquina da Rua Jardel Jercolis,Sim,Avenida Almirante Silvio de Noronha,1,Na calçada,Próximo à Cancela da Marinha,488.95557171071,CENTRO,IMPLANTADA,1.1,4,2,2.5,2.5,2.5
204,0.53003738,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 15,Sim,Rua Ministro Vivieiros de Castro,2,No bordo esquerdo da pista,Número 163,530.05408681489,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
205,0.64935612,CICLOFAIXA,BIDIRECIONAL,Número 651,Sim,Rua Santa Luzia,1,No bordo esquerdo da pista,Largo da Misericórdia,649.378550050849,CENTRO,IMPLANTADA,1.1,2,2,2.5,1.0,1.0
206,0.11787324,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 30,Sim,Rua Joseph Bloch,2,No bordo direito da pista,Número 40,117.876318751808,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
207,0.32435801,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 06,Sim,Rua Maestro Francisco Braga,2,No bordo direito da pista,Número 353,324.366017228501,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
208,0.40965982,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Avenida Atlântica,Sim,Rua Belfort Roxo,2,No bordo direito da pista,Número 406,409.672889282095,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
209,0.50583161,CICLOFAIXA,BIDIRECIONAL,Número 120,Sim,Rua Xavier da Silveira,2,No bordo esquerdo da pista,Número 12,505.844142793001,COPACABANA,IMPLANTADA,2.1,2,2,2.5,1.0,1.5
210,0.34099289,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 02,Sim,Rua Anita Garibaldi,2,No bordo direito da pista,Número 90,341.001773513546,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
211,0.55000854,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 145,Sim,Rua Constante Ramos,2,No bordo direito da pista,Número 13,550.022550893435,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
212,0.2692349,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 4,Sim,Rua Djalma Ulrich,2,No bordo direito da pista,Rua Leopoldo Miguez,269.241634126262,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
213,0.47768839,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 36,Sim,Rua República do Peru,2,No bordo direito da pista,Número 444,477.702264512699,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
214,0.45745793,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 103,Sim,Rua Hilário Gouveia,2,No bordo direito da pista,Número 15,457.470736042679,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
215,0.09738345,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 10,Sim,Rua Inhangá,2,No bordo direito da pista,Número 42,97.3863129657385,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
216,0.44029363,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 4,Sim,Rua Paula Freitas,2,No bordo direito da pista,Número 104,440.306245058007,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
217,0.95454981,CICLOVIA,BIDIRECIONAL,Avenida Venceslau Brás,Sim,Avenida Pasteur,2,No canteiro central,Rua Ramon Franco,954.582710802652,URCA,IMPLANTADA,2.1,1,2,2.5,3.0,3.5
218,0.06422054,CICLOFAIXA,BIDIRECIONAL,Número 111,Sim,Rua Rodolfo Dantas,2,No bordo esquerdo da pista,Número 101,64.2224912847516,COPACABANA,IMPLANTADA,2.1,2,2,2.5,1.0,1.5
219,0.21644633,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 125,Sim,Rua Marechal Mascarenhas de Morais,2,No bordo direito da pista,Número 25,216.452707578605,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
220,0.19640862,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 8,Sim,Rua Edmundo Lins,2,No bordo direito da pista,Número 44,196.413879460196,COPACABANA,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
221,0.58327629,CICLOFAIXA,BIDIRECIONAL,"Rua Lacerda de Almeida, número 03",Sim,Rua Real Grandeza,2,No bordo direito da pista,Número 275,583.290820990808,BOTAFOGO,IMPLANTADA,2.1,2,2,2.5,1.0,1.5
