fid,ext,tipo_infra,fluxo_infr,inicio,contabilizar,vias,area_plane,local_infr,final,SHAPE__Length,rp,status,cod_rp,score_infra,cluster_seguranca,score_seguranca_final,safety_score_refinado,safety_score_final_v2
487,0.22162564,CICLOFAIXA,UNIDIRECIONAL,Rua Joana Angélica,Sim,Rua Alberto de Campos,2,No bordo direito da pista,Rua Vinicius de Moraes,221.629826630127,IPANEMA,IMPLANTADA,2.1,2,0,6.0,4.5,5.0
488,0.61650843,CICLOFAIXA,UNIDIRECIONAL,Avenida Vieira Souto,Sim,Rua Joana Angélica,2,No bordo direito da pista,Rua Alberto de Campos,616.519668009789,IPANEMA,IMPLANTADA,2.1,2,0,6.0,4.5,5.0
489,0.61501065,CICLOFAIXA,BIDIRECIONAL,Rua Sacadura Cabral,Sim,Rua Camerino,1,No bordo esquerdo da pista,Avenida Marechal Floriano,615.027461203336,CENTRO,IMPLANTADA,1.1,2,2,2.5,1.0,1.0
491,0.02269317,FAIXA COMPARTILHADA NA CALÇADA,UNIDIRECIONAL,Rua São Francisco Xavier,Sim,Rua Nossa Senhora de Lourdes,2,Na calçada,Número 01,22.6930930765423,TIJUCA,IMPLANTADA,2.2,4,0,6.0,6.0,6.5
492,0.67295109,FAIXA COMPARTILHADA NA PISTA,BIDIRECIONAL,Número 05,Sim,Rua Nossa Senhora de Lourdes,2,No bordo direito da pista,Rua Mendes Tavares,672.949012563699,TIJUCA,IMPLANTADA,2.2,3,2,2.5,1.0,1.5
493,0.59162398,CICLOFAIXA,"UNIDIRECIONAL, NO SENTIDO DO FLUXO DO VEÍCULO",Rua Mendes Tavares,Sim,Rua Nossa Senhora de Lourdes,2,No bordo direito da pista,Rua Araxá,591.621000316006,TIJUCA,IMPLANTADA,2.2,2,0,6.0,4.5,5.0
494,0.10722614,FAIXA COMPARTILHADA NA PISTA,BIDIRECIONAL,Rua Barão da Gamboa,Sim,Rua da Gamboa,1,No bordo direito da pista,Rua Rivadávia Corrêa,107.228531037453,CENTRO,IMPLANTADA,1.1,3,2,2.5,1.0,1.0
495,0.14539227,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Rua da União,Sim,Rua da Gamboa,1,No bordo direito da pista,Rua Barão da Gamboa,145.395407884395,CENTRO,IMPLANTADA,1.1,4,2,2.5,1.0,1.0
496,0.70017494,CICLOFAIXA,BIDIRECIONAL,Rua Ulysses Guimarães,Sim,Rua Ulysses Guimarães / Visc. de Duprat / Julio do Carmo,1,No bordo direito da pista,Rua Julio do Carmo,700.188887721383,CENTRO,IMPLANTADA,1.1,2,2,2.5,1.0,1.0
501,0.60593618,CICLOFAIXA,UNIDIRECIONAL,Número 595-565,Sim,Rua Henrique Scheid,3,No bordo esquerdo da pista,Número 2-16,605.924197925412,MÉIER,IMPLANTADA,3.2,2,0,6.0,4.5,4.5
502,0.62968773,CICLOFAIXA,UNIDIRECIONAL,Número 2-38,Sim,"Rua Gentil de Araújo, Rua Sáles Guimarães e Rua Comendador João Carneiro de Almeida",3,No bordo esquerdo da pista,"Rua Piauí, Número 404-440",629.675753895869,MÉIER,IMPLANTADA,3.2,2,0,6.0,4.5,4.5
504,0.24172788,CICLOFAIXA,BIDIRECIONAL,Número 44-48,Sim,Avenida Maria Teresa,5,No bordo direito da pista,Número 16-20,241.695784521285,CAMPO GRANDE,IMPLANTADA,5.2,2,2,2.5,1.0,0.8
505,0.31277558,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 16-20,Sim,"Avenida Maria Teresa, Avenida Cesário de Melo",5,No bordo direito da pista,Avenida Cesário de Melo 3439,312.734079585305,CAMPO GRANDE,IMPLANTADA,5.2,4,2,2.5,1.0,0.8
506,2.61718868,CICLOFAIXA,BIDIRECIONAL,Número 3067-3051,Sim,Avenida Duque de Caxias,5,No bordo esquerdo da pista,Avenida Duque de Caxias 485-465,2617.01380020733,VILA MILITAR,IMPLANTADA,5.1,2,2,2.5,1.0,0.8
507,0.50926876,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 485-465,Sim,Avenida Duque de Caxias,5,Na calçada,Número 101-55,509.237409813241,VILA MILITAR,IMPLANTADA,5.1,4,2,2.5,2.5,2.0
508,1.34859764,CICLOFAIXA,BIDIRECIONAL,Número 418-128,Sim,Avenida Ernani Cardoso,3,No bordo esquerdo da pista,Número 1-55,1348.54409221761,CASCADURA,IMPLANTADA,3.3,2,2,2.5,1.0,1.0
509,1.23022464,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 14.591,Sim,Avenida das Américas,4,Na calçada,Avenida Alfredo Baltazar da Silveira,1230.11762657465,RECREIO DOS BANDEIRANTES,IMPLANTADA,4.2,4,2,2.5,2.5,2.5
510,0.31658854,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 264-350,Sim,Rua Antônio Batista Bittencourt,4,No bordo direito da pista,Número 22,316.561131927026,RECREIO DOS BANDEIRANTES,IMPLANTADA,4.2,3,0,6.0,4.5,4.5
511,0.31832806,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 37,Sim,"Rua Gelson Fonseca, Rua Arthur Possolo",4,No bordo esquerdo da pista,Número 466,318.300313554627,RECREIO DOS BANDEIRANTES,IMPLANTADA,4.2,3,0,6.0,4.5,4.5
512,3.6529709,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Aqwa Corporate Tower,Sim,Orla Conde,1,Na calçada,Museu Histórico Nacional,3653.08155754209,CENTRO,IMPLANTADA,0.0,4,2,2.5,2.5,2.5
513,0.74814384,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 1555-1447,Sim,Avenida Guignard,4,No bordo direito da pista,Número 33,748.077800612691,RECREIO DOS BANDEIRANTES,IMPLANTADA,4.2,3,0,6.0,4.5,4.5
514,0.85280876,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 2-28,Sim,"Avenida Guignard, Rua Joaquim José Couto",4,No bordo direito da pista,"Rua Joaquim José Couto, Número 90",852.733683510162,RECREIO DOS BANDEIRANTES,IMPLANTADA,4.2,3,0,6.0,4.5,4.5
515,0.2985164,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 26,Sim,Rua Odilon Duarte Braga,4,No bordo esquerdo da pista,Número 240,298.490540261863,RECREIO DOS BANDEIRANTES,IMPLANTADA,4.2,3,0,6.0,4.5,4.5
516,0.55494302,CICLOFAIXA,BIDIRECIONAL,"Avenida Presidente Wilson, Número 133-113",Sim,"Avenida Presidente Wilson, Avenida Beira Mar, Avenida Antônio Carlos",2,No bordo direito da pista,"Avenida Presidente Antônio Carlos, Número 135",554.961724707149,CENTRO,IMPLANTADA,2.1,2,2,2.5,1.0,1.5
517,0.43151764,CICLOFAIXA,BIDIRECIONAL,"Rua Padre Januário, número 314-390",Sim,Rua  Padre Januário,3,No bordo esquerdo da pista,Estrada Adhemar Bebiano,431.51039919349,INHAÚMA,IMPLANTADA,3.4,2,2,2.5,1.0,1.0
518,0.32793404,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,"Rua Jornalista Orlando Dantas, Número 59",Sim,"Rua Jornalista Orlando Dantas, Rua Clarice Índio do Brasil",2,No meio da pista,Rua Clarice Índio do Brasil,327.94388346918,BOTAFOGO,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
519,0.56226368,CICLOFAIXA,BIDIRECIONAL,"Rua Joana Alves, Número 10",Sim,"Rua Joana Alves, Rua General Gustavo Cordeiro de Farias, Rua Dr. Rodrigues de Santana",1,No bordo direito da pista,"Rua Dr. Rodrigues de Santana, 4-18",562.265221138482,BENFICA,IMPLANTADA,1.0,2,2,2.5,1.0,1.0
520,0.54715435,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Rua Gen. Herculano Gomes (Rotatória),Não,Alameda Ruy Barbosa,1,No meio da pista,Rua Gen. Herculano Gomes (Estação de São Cristóvão),547.160261034895,SÃO CRISTÓVÃO,IMPLANTADA,1.1,3,0,6.0,4.5,4.5
521,0.18920951,CICLOFAIXA,BIDIRECIONAL,Número 226,Sim,Rua Uruguaiana,1,No bordo esquerdo da pista,Número 109,189.215093797077,CENTRO,IMPLANTADA,1.0,2,2,2.5,1.0,1.0
522,0.26519056,CICLOFAIXA,BIDIRECIONAL,"Via B4, Número 805",Sim,"Rua Cordeiro da Graça, Via B4",1,No bordo esquerdo da pista,"Rua Cordeiro da Graça, Número 325",265.195412054993,CENTRO,IMPLANTADA,1.0,2,2,2.5,1.0,1.0
523,0.35774559,CICLOFAIXA,BIDIRECIONAL,Praça Marechal Hermes S/N,Sim,"Av. Cidade de Lima, Praça Marechal Hermes",1,No bordo esquerdo da pista,"Av. Cidade de Lima, 349-201",357.752040474495,SANTO CRISTO,IMPLANTADA,1.0,2,2,2.5,1.0,1.0
524,0.01771898,CICLOFAIXA,BIDIRECIONAL,Av. Cidade de Lima,Sim,Av. Cidade de Lima,1,No meio da pista,Av. Cidade de Lima L/O,17.7192998994406,SANTO CRISTO,IMPLANTADA,1.0,2,2,2.5,1.0,1.0
525,0.52995182,CICLOFAIXA,BIDIRECIONAL,"Rua Costa Lobo, Número 179",Sim,Rua Costa Lobo,1,No bordo direito da pista,"Rua Costa Lobo, 51-3",529.952694784582,BENFICA,IMPLANTADA,1.0,2,2,2.5,1.0,1.0
526,0.65328617,CICLOFAIXA,BIDIRECIONAL,Rua do Catete S/N,Sim,"Rua do Catete, Rua Antônio Mendes Campos",2,No bordo esquerdo da pista,"Rua do Catete, Número 105-99",653.307017458879,GLÓRIA,IMPLANTADA,2.1,2,2,2.5,1.0,1.5
527,0.266031,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,"Rua Santo Cristo, Número 15",Sim,"Avenida Arlindo Rodrigues, Rua Santo Cristo",1,Na calçada,"Avenida Arlindo Rodrigues, S/N - 2a Vara da Infância e Juventude",266.036423950372,CENTRO,IMPLANTADA,1.1,4,2,2.5,2.5,2.5
528,0.40360251,CICLOFAIXA,BIDIRECIONAL,Número 140,Sim,Rua Rivadávia Corrêa,1,No bordo esquerdo da pista,Número 280-250,403.611563493659,CENTRO,IMPLANTADA,1.1,2,2,2.5,1.0,1.0
529,0.74528342,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Av. Niemeyer,Sim,Av. Aquarela do Brasil,2,No bordo direito da pista,Av. Prefeito Mendes de Moraes,745.279558871311,SÃO CONRADO,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
530,0.63159028,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Av. Aquarela do Brasil (Rotatória),Sim,Av. Aquarela do Brasil,2,No bordo direito da pista,Av. Niemeyer,631.586979537557,SÃO CONRADO,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
531,0.12440305,FAIXA COMPARTILHADA NA CALÇADA,UNIDIRECIONAL,Próximo Av. Prefeito Mendes de Moraes,Sim,Av. Aquarela do Brasil,2,Na calçada,Av. Aquarela do Brasil (Rotatória),124.402327075834,SÃO CONRADO,IMPLANTADA,2.1,4,0,6.0,6.0,6.5
532,0.02884483,CICLOFAIXA,BIDIRECIONAL,Próximo Av. Prefeito Mendes de Moraes,Sim,Av. Aquarela do Brasil,2,No bordo esquerdo da pista,Av. Prefeito Mendes de Moraes,28.8446243285494,SÃO CONRADO,IMPLANTADA,2.1,2,2,2.5,1.0,1.5
533,0.28261261,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Rua Castro Lopes x Rua Dona Emília,Não,"Rua Castro Lopes, Rua Jaó",3,No meio da pista,Rua Jaó x Rua Carmem Cinira,282.6079783822,INHAÚMA,IMPLANTADA,3.4,3,0,6.0,4.5,4.5
534,0.29676536,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Rua Jaó x Rua Carmem Cinira,Sim,"Rua Castro Lopes, Rua Jaó",3,No meio da pista,Rua Castro Lopes x Rua Dona Emília,296.760385985706,INHAÚMA,IMPLANTADA,3.4,3,0,6.0,4.5,4.5
535,0.27766017,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Rua Clarice Índio do Brasil,Sim,Rua Barão de Itambi,2,No meio da pista,Rua Farani,277.668489221533,BOTAFOGO,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
536,0.08702305,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Rua Marquês de Abrantes,Não,Rua Clarice Índio do Brasil,2,No meio da pista,Rua Paulo VI,87.0257018379462,BOTAFOGO,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
537,0.08858627,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Rua Paulo VI,Sim,Rua Clarice Índio do Brasil,2,No meio da pista,Rua Marquês de Abrantes,88.5890046678132,BOTAFOGO,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
538,0.56146034,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Rua Paissandu,Não,Rua Paulo VI,2,No meio da pista,Rua Clarice Índio do Brasil,561.477656693009,FLAMENGO,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
539,0.58887168,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Rua Clarice Índio do Brasil,Sim,Rua Paulo VI,2,No meio da pista,Rua Paissandu,588.88991435755,FLAMENGO,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
540,0.04634104,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Alameda Ruy Barbosa x Rua Gen. Herculano Gomes,Sim,Rua Gen. Herculano Gomes,1,Na calçada,Acesso Estação São Cristóvão,46.3414267303022,SÃO CRISTÓVÃO,IMPLANTADA,1.1,4,2,2.5,2.5,2.5
541,0.0359571,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,"Rua Pereira Reis, Número 14",Sim,Avenida Prof. Pereira Reis,1,Na calçada,Rua Pereira Reis S/N L/O da pista,35.9578661980957,SANTO CRISTO,IMPLANTADA,1.1,4,2,2.5,2.5,2.5
542,0.02615079,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,"Avenida Prof. Pereira Reis, S/N",Sim,Avenida Prof. Pereira Reis,1,Na calçada,"Avenida Prof. Pereira Reis, Número 49, L/O",26.1513068248988,SANTO CRISTO,IMPLANTADA,1.1,4,2,2.5,2.5,2.5
543,0.05923871,CICLOFAIXA,BIDIRECIONAL,Número 81,Sim,Avenida Cidade de Lima,1,No bordo esquerdo da pista,Número 79,59.2399236572552,CENTRO,IMPLANTADA,1.1,2,2,2.5,1.0,1.0
544,0.05472413,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Avenida Prof. Pereira Reis S/N,Sim,Avenida Prof. Pereira Reis,1,Na calçada,"Avenida Prof. Pereira Reis, L/O Avenida Cidade de Lima",54.7253369849265,SANTO CRISTO,IMPLANTADA,1.1,4,2,2.5,2.5,2.5
545,0.24489538,CICLOFAIXA,BIDIRECIONAL,"Praça Santo Cristo S/N, junto à SEEDUC-RJ",Sim,"Praça Santo Cristo, Rua Santo Cristo",1,No bordo direito da pista,"Rua Santo Cristo, Número 133",244.900443593717,CENTRO,IMPLANTADA,1.1,2,2,2.5,1.0,1.0
546,0.06792578,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Rua da Gamboa,Sim,Rua da Gamboa,1,Na calçada,Rua da Gamboa L/O,67.9273330350802,CENTRO,IMPLANTADA,1.1,4,2,2.5,2.5,2.5
547,0.4873418,CICLOFAIXA,UNIDIRECIONAL,Avenida Prefeito Dulcídio Cardoso,Sim,Avenida Jornalista Ricardo Marinho,4,No bordo esquedro da pista junto ao canteiro central,Altura da Avenida Assis Chateaubriand,487.31959555799,BARRA DA TIJUCA,IMPLANTADA,4.2,2,0,6.0,6.5,6.5
548,0.09278724,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Altura da Avenida Assis Chateaubriand,Sim,Avenida Jornalista Ricardo Marinho,4,Na calçada,Avenida das Américas,92.7830324062002,BARRA DA TIJUCA,IMPLANTADA,4.2,4,2,2.5,2.5,2.5
549,0.54460885,CICLOFAIXA,UNIDIRECIONAL,Avenida Prefeito Dulcídio Cardoso,Sim,Avenida Gastão Sengés,4,No bordo esquerdo da pista junto ao canteiro central,Avenida Celso Kelly,544.585321526269,BARRA DA TIJUCA,IMPLANTADA,4.2,2,0,6.0,6.5,6.5
550,0.07654688,CICLOFAIXA,BIDIRECIONAL,Avenida Gastão Sengés,Sim,Avenida Celso Kelly,4,No bordo direito da pista,Rua Ricardo Serran,76.5436526041298,BARRA DA TIJUCA,IMPLANTADA,4.2,2,2,2.5,1.0,1.0
551,0.09336136,CICLOFAIXA,BIDIRECIONAL,Avenida Celso Kelly,Sim,Rua Ricardo Serran,4,No bordo direito da pista,Avenida das Américas,93.3574722946651,BARRA DA TIJUCA,IMPLANTADA,4.2,2,2,2.5,1.0,1.0
552,0.09576513,CICLOFAIXA,UNIDIRECIONAL,Avenida Afonso de Taunay,Sim,Avenida Alda Garrido,4,No bordo direito da pista,Rua General Ivan Raposo,95.7622334427304,BARRA DA TIJUCA,IMPLANTADA,4.2,2,0,6.0,4.5,4.5
553,0.14032643,CICLOVIA,BIDIRECIONAL,Número 257,Sim,Avenida Rio Branco,1,No bordo esquerdo da pista,Número 311,140.330988055768,CENTRO,IMPLANTADA,1.1,1,2,2.5,1.0,1.0
554,0.59320208,CICLOVIA,BIDIRECIONAL,Número 156,Sim,Avenida Rio Branco,1,Na calçada,Número 251,593.221373031387,CENTRO,IMPLANTADA,1.1,1,2,2.5,2.5,2.5
555,0.54650518,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Rua Gen. Herculano Gomes (Estação de São Cristóvão),Sim,Alameda Ruy Barbosa,1,No meio da pista,Rua Gen. Herculano Gomes (Rotatória),546.511152438347,SÃO CRISTÓVÃO,IMPLANTADA,1.1,3,0,6.0,4.5,4.5
556,0.18284952,CICLOFAIXA,BIDIRECIONAL,Rua Padre Januário,Sim,"Estrada Adhemar Bebiano, Rua Castro Lopes",3,No bordo direito da pista,"Rua Castro Lopes, Número 40-62",182.84670946668,INHAÚMA,IMPLANTADA,3.4,2,2,2.5,1.0,1.0
557,0.63331211,CICLOFAIXA,BIDIRECIONAL,Av. Ladário,Sim,Av. Bacaxá,5,No bordo esquerdo da pista,Praça de Santa Margarida,633.218740654641,COSMOS,IMPLANTADA,5.2,2,2,2.5,1.0,0.8
558,0.1202323,CICLOFAIXA,BIDIRECIONAL,Número 37,Sim,Rua Teixeira de Melo,2,No bordo esquerdo da pista,Número 34,120.23498967373,IPANEMA,IMPLANTADA,2.1,2,2,2.5,1.0,1.5
559,0.74112286,CICLOVIA,BIDIRECIONAL,Av. Pedro Calmon s/n - FAU,Sim,"Av. Pedro Calmon, Rua Paulo Emídio Barbosa",3,No bordo direito da pista,"Rua Paulo Emídio Barbosa, s/n - Incubadora de empresas da COPPE",741.130993705414,ILHA DO GOVERNADOR,IMPLANTADA,3.7,1,2,2.5,1.0,1.0
560,0.58755474,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 227,Sim,Rua Prof. Valadares,2,No bordo direito da pista,Número 4,587.549676373743,TIJUCA,IMPLANTADA,2.2,3,0,6.0,4.5,5.0
561,0.61772689,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 275,Sim,Rua Itabaiana,2,No bordo direito da pista,Número 45,617.721645551168,TIJUCA,IMPLANTADA,2.2,3,0,6.0,4.5,5.0
562,0.29702779,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 4,Sim,Rua Machado de Assis,2,No bordo direito da pista,Número 80,297.037297215771,FLAMENGO,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
563,0.25620223,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 35,Sim,Rua Barão do Flamengo,2,No bordo direito da pista,Praia do Flamengo,256.210414907284,FLAMENGO,IMPLANTADA,2.1,3,0,6.0,4.5,5.0
564,0.81749463,CICLOVIA,BIDIRECIONAL,"Av. Pedro II, 7",Sim,Av. Pedro II,1,Canteiro central,"Av. Pedro II, 311",817.506395614583,SÃO CRISTÓVÃO,IMPLANTADA,1.1,1,2,2.5,3.0,3.0
565,0.14342583,CICLOFAIXA,BIDIRECIONAL,Rotatória,Sim,Av. Pedro II - Rotatória,1,Rotatória,Rotatória,143.427489432892,SÃO CRISTÓVÃO,IMPLANTADA,1.1,2,2,2.5,2.0,2.0
566,0.06585622,CICLOVIA,BIDIRECIONAL,Rotatória,Sim,Av. Pedro II,1,Canteiro central,"Av. Pedro II, 383",65.8570118700355,SÃO CRISTÓVÃO,IMPLANTADA,1.1,1,2,2.5,3.0,3.0
567,0.0307105,CICLOFAIXA,BIDIRECIONAL,Número 164,Sim,Av. Vieira Souto,2,Junto à faixa de pedestres,Número 164,30.7111695836869,IPANEMA,IMPLANTADA,2.1,2,2,2.5,2.0,2.5
568,3.11493277,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,"Estr. Ver. Alceu de Carvalho, 342",Sim,"Estr. Ver. Alceu de Carvalho, Estr. do Rio Morto",4,Passeio,"Estr. do Rio Morto, 1",3114.60465068854,"RECREIO DOS BANDEIRANTES, VARGEM PEQUENA E VARGEM GRANDE",IMPLANTADA,4.2,4,2,2.5,2.0,2.0
569,0.83744318,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 388,Sim,Av. Oliveira Belo,3,No bordo esquerdo da pista,Número 1180,837.419686463723,VILA DA PENHA,IMPLANTADA,3.3,3,0,6.0,4.5,4.5
570,0.83964997,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 2091,Não,Av. Oliveira Belo,3,No bordo esquerdo da pista,Número 411,839.62644871086,VILA DA PENHA,IMPLANTADA,3.3,3,0,6.0,4.5,4.5
571,0.54011207,CICLOFAIXA,BIDIRECIONAL,"Rua Comandante Garcia Pires, número 202",Sim,"Rua Comandante Garcia Pires, Av. Brasil",1,Passeio,Av Brasil s/n,540.120963010808,SÃO CRISTÓVÃO,IMPLANTADA,1.0,2,2,2.5,2.0,2.0
572,0.1974068,FAIXA COMPARTILHADA NA CALÇADA,UNIDIRECIONAL,Número 5,Sim,Rua Barão de Vassouras,2,Passeio,Número 50,197.406425305283,ANDARAÍ,IMPLANTADA,2.2,4,0,6.0,5.5,6.0
573,0.19713441,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 5,Não,Rua Barão de Vassouras,2,No bordo esquerdo da pista,Número 50,197.134098165068,ANDARAÍ,IMPLANTADA,2.2,3,0,6.0,4.5,5.0
574,0.12023235,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 217,Sim,Rua Barão de São Francisco,2,No bordo esquerdo da pista,Número 187,120.231983965611,ANDARAÍ,IMPLANTADA,2.2,3,0,6.0,4.5,5.0
575,0.1042322,FAIXA COMPARTILHADA NA PISTA,UNIDIRECIONAL,Número 202,Não,Rua Barão de São Francisco,2,No bordo esquerdo da pista,Número 222,104.231918468864,ANDARAÍ,IMPLANTADA,2.2,3,0,6.0,4.5,5.0
576,0.20453577,CICLOFAIXA,BIDIRECIONAL,Número 57,Sim,Rua Uruguai,2,No bordo esquerdo da pista,Número 23,204.535621441022,ANDARAÍ,IMPLANTADA,2.2,2,2,2.5,1.0,1.5
577,0.38659004,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 163,Sim,Rua Uruguai,2,Passeio,Número 68,386.589875419006,ANDARAÍ,IMPLANTADA,2.2,4,2,2.5,2.0,2.5
578,0.86141629,CICLOFAIXA,BIDIRECIONAL,Número 180,Sim,Rua Uruguai,2,No bordo esquerdo da pista,Número 380,861.417120153759,ANDARAÍ,IMPLANTADA,2.2,2,2,2.5,1.0,1.5
579,0.31964218,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 5672,Sim,Estrada da Pedra,5,No bordo direito da pista,Número 5291,319.590249097465,GUARATIBA,IMPLANTADA,0.0,4,2,2.5,1.0,0.8
580,0.53233602,CICLOVIA,BIDIRECIONAL,Número 8,Sim,Av. Augusto Severo,1,Canteiro central,Praça Edson Cortes,532.35304034874,GLÓRIA,IMPLANTADA,0.0,1,2,2.5,3.0,3.0
582,0.33806394,CICLOFAIXA,BIDIRECIONAL,Número 2,Sim,Rua Araújo Porto Alegre,1,No bordo esquerdo da pista,Número 78,338.07508619636,CENTRO,IMPLANTADA,0.0,2,2,2.5,1.0,1.0
583,0.17866176,CICLOFAIXA,BIDIRECIONAL,Número 729,Sim,Rua Manoel Vitorino,3,No bordo esquerdo da pista,Número 851,178.656728669242,PIEDADE,IMPLANTADA,0.0,2,2,2.5,1.0,1.0
584,0.14544888,FAIXA COMPARTILHADA NA CALÇADA,BIDIRECIONAL,Número 543,Sim,Rua Manoel Vitorino,3,Na calçada,Número 729,145.444904404476,PIEDADE,IMPLANTADA,0.0,4,2,2.5,2.5,2.5
585,0.47388532,CICLOFAIXA,BIDIRECIONAL,Praça dos Garis,Sim,Rua Manoel Vitorino,3,No bordo esquerdo da pista,Número 543,473.87272517297,PIEDADE / ENCANTADO,IMPLANTADA,0.0,2,2,2.5,1.0,1.0
586,1.00066076,CICLOFAIXA,BIDIRECIONAL,Número 1340,Sim,"R. Gen. Herculano Gomes, Av. Bartolomeu de Gusmão, R. Visconde de Niterói",1,No bordo esquerdo da pista,Número 1009,1000.66924013761,SÃO CRISTÓVÃO,IMPLANTADA,0.0,2,2,2.5,1.0,1.0
587,0.59521302,CICLOFAIXA,UNIDIRECIONAL,Número 429,Sim,R Marquês de São Vicente,2,No bordo direito da pista,Número 246,595.215495596564,GÁVEA,IMPLANTADA,0.0,2,0,6.0,4.5,5.0
588,0.96991266,CICLOFAIXA,UNIDIRECIONAL,Número 127,Sim,R Marquês de São Vicente,2,No bordo direito da pista,Número 429,969.917174293679,GÁVEA,IMPLANTADA,0.0,2,0,6.0,4.5,5.0
589,0.37497161,CICLOFAIXA,UNIDIRECIONAL,EM Luiz Delfino lado oposto,Sim,R Marquês de São Vicente,2,No bordo direito da pista,Rotatória,374.973782458357,GÁVEA,IMPLANTADA,0.0,2,0,6.0,4.5,5.0
590,0.10176778,CICLOFAIXA,UNIDIRECIONAL,Rotatória,Sim,R Marquês de São Vicente,2,No bordo direito da pista,Rotatória,101.768419348151,GÁVEA,IMPLANTADA,0.0,2,0,6.0,4.5,5.0
591,0.16336508,CICLOFAIXA,BIDIRECIONAL,Rotatória,Sim,R Vice-gov. Rubens Berardo,2,No bordo esquerdo da pista,Número 100,163.366245265893,GÁVEA,IMPLANTADA,0.0,2,2,2.5,1.0,1.5
