infra_tipo,infra_fluxo,vias,inicio,final,bairro,extensao_metros,area_planejamento,score_c,score_d,peso_v,peso_h,safety_score_final_v2,risco_infraestrutura,score_risco,categoria_seguranca,cor
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",AV. AQUARELA DO BRASIL,Av. Niemeyer,Av. Prefeito Mendes de Moraes,SÃO CONRADO,"745,279558871311",2,"128,0","0,0","1,0","2,0","5,0","6,0","262,0",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",AV. AQUARELA DO BRASIL,Av. Aquarela do Brasil (Rotatória),Av. Niemeyer,SÃO CONRADO,"631,586979537557",2,"128,0","0,0","1,0","2,0","5,0","6,0","262,0",Alta segurança,verde
Faixa compartilhada na calçada,Unidirecional,AV. AQUARELA DO BRASIL,Próximo Av. Prefeito Mendes de Moraes,Av. Aquarela do Brasil (Rotatória),SÃO CONRADO,"124,402327075834",2,"128,0","0,0","1,0","2,0","5,0","6,0","262,0",Alta segurança,verde
Ciclofaixa,Bidirecional,AV. AQUARELA DO BRASIL,Próximo Av. Prefeito Mendes de Moraes,Av. Prefeito Mendes de Moraes,SÃO CONRADO,"28,8446243285494",2,"128,0","0,0","1,0","2,0","5,0","6,0","262,0",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis","RUA CASTRO LOPES, RUA JAÓ",Rua Castro Lopes x Rua Dona Emília,Rua Jaó x Rua Carmem Cinira,INHAÚMA,"282,6079783822",3,"16,4","0,0","1,0","1,0","4,5","6,5","22,9",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis","RUA CASTRO LOPES, RUA JAÓ",Rua Jaó x Rua Carmem Cinira,Rua Castro Lopes x Rua Dona Emília,INHAÚMA,"296,760385985706",3,"16,4","0,0","1,0","1,0","4,5","6,5","22,9",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA BARÃO DE ITAMBI,Rua Clarice Índio do Brasil,Rua Farani,BOTAFOGO,"277,668489221533",2,"524,8","42,6","1,0","1,0","5,0","6,0","573,4",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA CLARICE ÍNDIO DO BRASIL,Rua Marquês de Abrantes,Rua Paulo VI,BOTAFOGO,"87,0257018379462",2,"524,8","42,6","1,0","1,0","5,0","6,0","573,4",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA CLARICE ÍNDIO DO BRASIL,Rua Paulo VI,Rua Marquês de Abrantes,BOTAFOGO,"88,5890046678132",2,"524,8","42,6","1,0","1,0","5,0","6,0","573,4",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA PAULO VI,Rua Paissandu,Rua Clarice Índio do Brasil,FLAMENGO,"561,477656693009",2,"447,6","0,0","1,0","1,0","5,0","6,0","453,6",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA PAULO VI,Rua Clarice Índio do Brasil,Rua Paissandu,FLAMENGO,"588,88991435755",2,"447,6","0,0","1,0","1,0","5,0","6,0","453,6",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,RUA GEN. HERCULANO GOMES,Alameda Ruy Barbosa x Rua Gen. Herculano Gomes,Acesso Estação São Cristóvão,SÃO CRISTÓVÃO,"46,3414267303022",1,"0,0","0,0","2,0","3,0","2,5","8,5","8,6",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA PROF. PEREIRA REIS,"Rua Pereira Reis, Número 14",Rua Pereira Reis S/N L/O da pista,SANTO CRISTO,"35,9578661980957",1,"33,6","0,0","1,5","3,0","2,5","8,5","159,7",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA PROF. PEREIRA REIS,"Avenida Prof. Pereira Reis, S/N","Avenida Prof. Pereira Reis, Número 49, L/O",SANTO CRISTO,"26,1513068248988",1,"33,6","0,0","1,5","3,0","2,5","8,5","159,7",Alta segurança,verde
Ciclofaixa,Bidirecional,AVENIDA CIDADE DE LIMA,Número 81,Número 79,CENTRO,"59,2399236572552",1,"894,4","117,4","1,5","2,0","1,0","10,0","3045,4",Segurança moderada,verde claro
Faixa compartilhada na calçada,Bidirecional,AVENIDA PROF. PEREIRA REIS,Avenida Prof. Pereira Reis S/N,"Avenida Prof. Pereira Reis, L/O Avenida Cidade de Lima",SANTO CRISTO,"54,7253369849265",1,"33,6","0,0","1,5","3,0","2,5","8,5","159,7",Alta segurança,verde
Ciclofaixa,Bidirecional,"PRAÇA SANTO CRISTO, RUA SANTO CRISTO","Praça Santo Cristo S/N, junto à SEEDUC-RJ","Rua Santo Cristo, Número 133",CENTRO,"244,900443593717",1,"894,4","117,4","1,0","1,0","1,0","10,0","1021,8",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,RUA DA GAMBOA,Rua da Gamboa,Rua da Gamboa L/O,CENTRO,"67,9273330350802",1,"894,4","117,4","1,0","1,0","1,0","10,0","1021,8",Alta segurança,verde
Ciclofaixa,"Unidirecional, no fluxo dos automóveis",AVENIDA JORNALISTA RICARDO MARINHO,Avenida Prefeito Dulcídio Cardoso,Altura da Avenida Assis Chateaubriand,BARRA DA TIJUCA,"487,31959555799",4,"214,0","358,8","1,0","1,0","6,5","4,5","577,3",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA JORNALISTA RICARDO MARINHO,Altura da Avenida Assis Chateaubriand,Avenida das Américas,BARRA DA TIJUCA,"92,7830324062002",4,"214,0","358,8","1,0","1,0","6,5","4,5","577,3",Alta segurança,verde
Ciclofaixa,"Unidirecional, no fluxo dos automóveis",AVENIDA GASTÃO SENGÉS,Avenida Prefeito Dulcídio Cardoso,Avenida Celso Kelly,BARRA DA TIJUCA,"544,585321526269",4,"214,0","358,8","1,0","1,0","6,5","4,5","577,3",Alta segurança,verde
Ciclofaixa,Bidirecional,AVENIDA CELSO KELLY,Avenida Gastão Sengés,Rua Ricardo Serran,BARRA DA TIJUCA,"76,5436526041298",4,"214,0","358,8","1,0","1,0","1,0","10,0","582,8",Alta segurança,verde
Ciclofaixa,Bidirecional,RUA RICARDO SERRAN,Avenida Celso Kelly,Avenida das Américas,BARRA DA TIJUCA,"93,3574722946651",4,"214,0","358,8","1,0","1,0","1,0","10,0","582,8",Alta segurança,verde
Ciclofaixa,"Unidirecional, no fluxo dos automóveis",AVENIDA ALDA GARRIDO,Avenida Afonso de Taunay,Rua General Ivan Raposo,BARRA DA TIJUCA,"95,7622334427304",4,"214,0","358,8","1,2","1,0","4,5","6,5","693,9",Alta segurança,verde
Ciclovia,Bidirecional,AVENIDA RIO BRANCO,Número 257,Número 311,CENTRO,"140,330988055768",1,"894,4","117,4","1,5","3,0","1,0","10,0","4563,1",Atenção,amarelo
Ciclovia,Bidirecional,AVENIDA RIO BRANCO,Número 156,Número 251,CENTRO,"593,221373031387",1,"894,4","117,4","1,5","3,0","1,0","10,0","4563,1",Atenção,amarelo
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",ALAMEDA RUY BARBOSA,Rua Gen. Herculano Gomes (Estação de São Cristóvão),Rua Gen. Herculano Gomes (Rotatória),SÃO CRISTÓVÃO,"546,511152438347",1,"0,0","0,0","1,0","1,0","4,5","6,5","3,0",Alta segurança,verde
Ciclofaixa,Bidirecional,"ESTRADA ADHEMAR BEBIANO, RUA CASTRO LOPES",Rua Padre Januário,"Rua Castro Lopes, Número 40-62",INHAÚMA,"182,84670946668",3,"16,4","0,0","1,0","1,0","1,0","10,0","26,4",Alta segurança,verde
Ciclofaixa,Bidirecional,AV. BACAXÁ,Av. Ladário,Praça de Santa Margarida,COSMOS,"633,218740654641",5,"90,0","30,0","1,2","1,0","0,8","10,2","154,2",Alta segurança,verde
Ciclofaixa,Bidirecional,RUA TEIXEIRA DE MELO,Número 37,Número 34,IPANEMA,"120,23498967373",2,"704,0","56,3","1,0","1,0","1,5","9,5","769,8",Alta segurança,verde
Ciclofaixa,Bidirecional,RUA TEIXEIRA DE MELO,Número 37,Número 34,IPANEMA,"120,23498967373",2,"704,0","56,3","1,0","1,0","1,5","9,5","769,8",Alta segurança,verde
Ciclovia,Bidirecional,"AV. PEDRO CALMON, RUA PAULO EMÍDIO BARBOSA",Av. Pedro Calmon s/n - FAU,"Rua Paulo Emídio Barbosa, s/n - Incubadora de empresas da COPPE",ILHA DO GOVERNADOR,"741,130993705414",3,"0,0","0,0","1,0","1,0","1,0","10,0","4,0",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA PROF. VALADARES,Número 227,Número 4,TIJUCA,"587,549676373743",2,"224,8","117,0","1,0","1,0","5,0","6,0","347,8",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA ITABAIANA,Número 275,Número 45,TIJUCA,"617,721645551168",2,"224,8","117,0","1,0","1,0","5,0","6,0","347,8",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA MACHADO DE ASSIS,Número 4,Número 80,FLAMENGO,"297,037297215771",2,"447,6","0,0","1,0","1,0","5,0","6,0","453,6",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA BARÃO DO FLAMENGO,Número 35,Praia do Flamengo,FLAMENGO,"256,210414907284",2,"447,6","0,0","1,2","2,0","5,0","6,0","1080,2",Alta segurança,verde
Ciclovia,Bidirecional,AV. PEDRO II,"Av. Pedro II, 7","Av. Pedro II, 311",SÃO CRISTÓVÃO,"817,506395614583",1,"0,0","0,0","1,2","3,0","3,0","8,0","6,0",Alta segurança,verde
Ciclofaixa,Bidirecional,AV. PEDRO II - ROTATÓRIA,Rotatória,Rotatória,SÃO CRISTÓVÃO,"143,427489432892",1,"0,0","0,0","1,0","1,0","2,0","9,0","3,7",Alta segurança,verde
Ciclovia,Bidirecional,AV. PEDRO II,Rotatória,"Av. Pedro II, 383",SÃO CRISTÓVÃO,"65,8570118700355",1,"0,0","0,0","1,2","3,0","3,0","8,0","6,0",Alta segurança,verde
Ciclofaixa,Bidirecional,AV. VIEIRA SOUTO,Número 164,Número 164,IPANEMA,"30,7111695836869",2,"704,0","56,3","3,0","4,0","2,5","8,5","9132,1",Muito perigoso,vermelho
Faixa compartilhada na calçada,Bidirecional,"ESTR. VER. ALCEU DE CARVALHO, ESTR. DO RIO MORTO","Estr. Ver. Alceu de Carvalho, 342","Estr. do Rio Morto, 1","RECREIO DOS BANDEIRANTES, VARGEM PEQUENA E VARGEM GRANDE","3114,60465068854",4,"0,0","0,0","1,0","1,0","2,0","9,0","3,7",Alta segurança,verde
Faixa compartilhada na pista,Unidirecional,AV. OLIVEIRA BELO,Número 388,Número 1180,VILA DA PENHA,"837,419686463723",3,"37,2","0,0","1,0","1,0","4,5","6,5","43,7",Alta segurança,verde
Faixa compartilhada na pista,Unidirecional,AV. OLIVEIRA BELO,Número 2091,Número 411,VILA DA PENHA,"839,62644871086",3,"37,2","0,0","1,0","1,0","4,5","6,5","43,7",Alta segurança,verde
Ciclofaixa,Bidirecional,"RUA COMANDANTE GARCIA PIRES, AV. BRASIL","Rua Comandante Garcia Pires, número 202",Av Brasil s/n,SÃO CRISTÓVÃO,"540,120963010808",1,"0,0","0,0","1,0","1,0","2,0","9,0","3,7",Alta segurança,verde
Faixa compartilhada na calçada,Unidirecional,RUA BARÃO DE VASSOURAS,Número 5,Número 50,ANDARAÍ,"197,406425305283",2,"86,0","60,0","1,2","2,0","6,0","5,0","355,4",Alta segurança,verde
Faixa compartilhada na pista,Unidirecional,RUA BARÃO DE VASSOURAS,Número 5,Número 50,ANDARAÍ,"197,134098165068",2,"86,0","60,0","1,2","2,0","6,0","5,0","355,4",Alta segurança,verde
Faixa compartilhada na pista,Unidirecional,RUA BARÃO DE SÃO FRANCISCO,Número 217,Número 187,ANDARAÍ,"120,231983965611",2,"86,0","60,0","1,2","3,0","5,0","6,0","531,6",Alta segurança,verde
Faixa compartilhada na pista,Unidirecional,RUA BARÃO DE SÃO FRANCISCO,Número 202,Número 222,ANDARAÍ,"104,231918468864",2,"86,0","60,0","1,2","3,0","5,0","6,0","531,6",Alta segurança,verde
Ciclofaixa,Bidirecional,RUA URUGUAI,Número 57,Número 23,ANDARAÍ,"204,535621441022",2,"86,0","60,0","1,2","2,0","1,5","9,5","359,9",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,RUA URUGUAI,Número 163,Número 68,ANDARAÍ,"386,589875419006",2,"86,0","60,0","1,2","2,0","1,5","9,5","359,9",Alta segurança,verde
Ciclofaixa,Bidirecional,RUA URUGUAI,Número 180,Número 380,ANDARAÍ,"861,417120153759",2,"86,0","60,0","1,2","2,0","1,5","9,5","359,9",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,ESTRADA DA PEDRA,Número 5672,Número 5291,GUARATIBA,"319,590249097465",5,"24,4","107,8","2,0","5,0","2,0","9,0","1331,0",Alta segurança,verde
Ciclovia,Bidirecional,AV. AUGUSTO SEVERO,Número 8,Praça Edson Cortes,GLÓRIA,"532,35304034874",1,"447,6","0,0","2,0","3,0","3,0","8,0","2693,6",Segurança moderada,verde claro
Ciclofaixa,Bidirecional,RUA ARAÚJO PORTO ALEGRE,Número 2,Número 78,CENTRO,"338,07508619636",1,"894,4","117,4","1,2","2,0","1,0","10,0","2438,3",Segurança moderada,verde claro
Ciclofaixa,Bidirecional,RUA MANOEL VITORINO,Número 729,Número 851,PIEDADE,"178,656728669242",3,"24,8","0,0","1,5","4,0","1,0","10,0","158,8",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,RUA MANOEL VITORINO,Número 543,Número 729,PIEDADE,"145,444904404476",3,"24,8","0,0","1,5","4,0","1,0","10,0","158,8",Alta segurança,verde
Ciclofaixa,Bidirecional,RUA MANOEL VITORINO,Praça dos Garis,Número 543,PIEDADE / ENCANTADO,"473,87272517297",3,"0,0","0,0","1,5","4,0","1,0","10,0","9,0",Alta segurança,verde
Ciclofaixa,Bidirecional,"R. GEN. HERCULANO GOMES, AV. BARTOLOMEU DE GUSMÃO, R. VISCONDE DE NITERÓI",Número 1340,Número 1009,SÃO CRISTÓVÃO,"1000,66924013761",1,"0,0","0,0","1,0","1,0","1,0","10,0","4,0",Alta segurança,verde
Ciclofaixa,Unidirecional,R MARQUÊS DE SÃO VICENTE,Número 429,Número 246,GÁVEA,"595,215495596564",2,"128,0","83,0","1,2","2,0","5,0","6,0","512,4",Alta segurança,verde
Ciclofaixa,Unidirecional,R MARQUÊS DE SÃO VICENTE,Número 127,Número 429,GÁVEA,"969,917174293679",2,"128,0","83,0","1,2","2,0","5,0","6,0","512,4",Alta segurança,verde
Ciclofaixa,Unidirecional,R MARQUÊS DE SÃO VICENTE,EM Luiz Delfino lado oposto,Rotatória,GÁVEA,"374,973782458357",2,"128,0","83,0","1,2","2,0","5,0","6,0","512,4",Alta segurança,verde
Ciclofaixa,Unidirecional,R MARQUÊS DE SÃO VICENTE,Rotatória,Rotatória,GÁVEA,"101,768419348151",2,"128,0","83,0","1,2","2,0","5,0","6,0","512,4",Alta segurança,verde
Ciclofaixa,Bidirecional,R VICE-GOV. RUBENS BERARDO,Rotatória,Número 100,GÁVEA,"163,366245265893",2,"128,0","83,0","1,2","2,0","1,5","9,5","515,9",Alta segurança,verde
