infra_tipo,infra_fluxo,vias,inicio,final,bairro,extensao_metros,area_planejamento,score_c,score_d,peso_v,peso_h,safety_score_final_v2,risco_infraestrutura,score_risco,categoria_seguranca,cor
Faixa compartilhada na calçada,Bidirecional,RUA DO PARQUE MADUREIRA,Rua Menezes Brum,Rua Laura Brandão,PAVUNA,"85,2729992911957",3,"14,4","48,0","1,0","1,0","2,5","8,5","70,9",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA PROFESSOR HERMES DE LIMA,Avenida Pedro Moura,Avenida Alfredo Balthazar da Silveira,BARRA DA TIJUCA,"364,065188860284",4,"214,0","358,8","1,0","2,0","4,5","6,5","1152,1",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA MEARIM,Número 01,Número 316,TIJUCA,"792,723155334351",2,"224,8","117,0","1,0","1,0","5,0","6,0","347,8",Alta segurança,verde
Ciclovia,Bidirecional,ESTRADA DO PONTAL,Posto 12,"Avenida Paulo Tapajós, número 632",BARRA DA TIJUCA,"917,071563728044",4,"214,0","358,8","2,0","2,0","2,5","8,5","2299,7",Segurança moderada,verde claro
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",AVENIDA GILKA MACHADO,Avenida Lúcio Costa,Avenida das Américas,BARRA DA TIJUCA,"1606,43922728714",4,"214,0","358,8","1,2","2,0","4,5","6,5","1381,2",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA AYRTON SENNA,Avenida Isabel Domingues,Avenida Tenente-Coronel Muniz de Aragão,JACAREPAGUÁ,"934,010011820001",4,"96,8","61,0","3,0","5,0","2,5","8,5","2375,5",Segurança moderada,verde claro
Faixa compartilhada na calçada,Bidirecional,AVENIDA AYRTON SENNA,Oposto à Avenida Isabel Domingues,Avenida Embaixador Abelardo Bueno,JACAREPAGUÁ,"1399,09387297332",4,"96,8","61,0","3,0","5,0","2,5","8,5","2375,5",Segurança moderada,verde claro
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",AVENIDA ESTADO DA GUANABARA,Estrada do Pontal,Próximo ao Mirante da Prainha,BARRA DA TIJUCA,"2944,66805390441",4,"214,0","358,8","1,0","2,0","4,5","6,5","1152,1",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,ESTRADA DO PONTAL,Número 955,Número 5400,BARRA DA TIJUCA,"130,69185194999",4,"214,0","358,8","2,0","2,0","2,5","8,5","2299,7",Segurança moderada,verde claro
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA HAROLDO CAVALCANTI,Avenida Gláucio Gil,Esquina com Estrada Benvindo de Novaes,BARRA DA TIJUCA,"718,218650378422",4,"214,0","358,8","1,0","1,0","4,5","6,5","579,3",Alta segurança,verde
Ciclovia,Bidirecional,AVENIDA PAULO TAPAJÓS,Número 632,Próximo ao Condomínio Pontal da Areia,BARRA DA TIJUCA,"294,679769202112",4,"214,0","358,8","1,0","1,0","2,5","8,5","581,3",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA PROFESSOR MOTTA MAIA,Número 440,Número 11,BARRA DA TIJUCA,"496,71678700345",4,"214,0","358,8","1,0","1,0","4,5","6,5","579,3",Alta segurança,verde
Ciclovia,Bidirecional,ESTRADA AUTO-ESTRADA LAGOA BARRA,Final da praia do Pepino,Mirante São Conrado,SÃO CONRADO,"121,460304009231",2,"128,0","0,0","1,0","1,0","2,5","8,5","136,5",Alta segurança,verde
Ciclovia,Bidirecional,AVENIDA PREFEITO MENDES DE MORAES,Número 699,Oposto ao número 1010,SÃO CONRADO,"1663,50804877829",2,"128,0","0,0","2,0","2,0","1,5","9,5","521,5",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA DAS AMÉRICAS,"Avenida Alfredo Balthazar da Silveira, número 289 (Condomínio Barra Bali)",Em frente ao Condomínio Pedra de Itaúna,BARRA DA TIJUCA,"1517,13282100168",4,"214,0","358,8","3,0","5,0","2,0","9,0","8601,0",Baixa segurança,laranja
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",AVENIDA PEDRO MOURA,Número 35,Avenida Lúcio Costa,BARRA DA TIJUCA,"483,790111926358",4,"214,0","358,8","1,2","2,0","4,5","6,5","1381,2",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA GILBERTO AMADO,Avenida Lúcio Costa,Número 61,BARRA DA TIJUCA,"48,9173418362485",4,"214,0","358,8","1,0","2,0","2,5","8,5","1154,1",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,ESTRADA BENVINDO DE NOVAES,Número 1825,Número 940,BARRA DA TIJUCA,"944,07863212665",4,"214,0","358,8","1,2","2,0","3,0","8,0","1382,7",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,ESTRADA DE JACAREPAGUÁ,Oposto ao número 1480,Próxima a Light Rio das Pedras,BARRA DA TIJUCA,"1839,90194237627",4,"214,0","358,8","2,0","3,0","2,5","8,5","3445,3",Segurança moderada,verde claro
Ciclovia,Bidirecional,ESTRADA DAS BANDEIRAS,Início do Túnel do Joá,Final do Túnel São Conrado,BARRA DA TIJUCA,"1806,38454435965",4,"214,0","358,8","2,0","4,0","1,0","10,0","4592,4",Atenção,amarelo
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA MALBA TAHAN,Número 141,Número 20,BARRA DA TIJUCA,"130,35659063201",4,"214,0","358,8","1,0","1,0","4,5","6,5","579,3",Alta segurança,verde
Faixa compartilhada na pista,Bidirecional,AVENIDA AW,"Estrada do Pontal, oposto ao número 984",Rua B.W. Projetada,BARRA DA TIJUCA,"354,973678295498",4,"214,0","358,8","1,0","1,0","2,0","9,0","581,8",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA PROJETADA 1W,Orla do Recreio dos Bandeirantes / Pontal,Estrada do Pontal,BARRA DA TIJUCA,"90,1947261794368",4,"214,0","358,8","1,0","1,0","4,5","6,5","579,3",Alta segurança,verde
Ciclovia,Bidirecional,AVENIDA LÚCIO COSTA,Oposto ao número 14.800,Praça do Pontal,BARRA DA TIJUCA,"3546,04474722507",4,"214,0","358,8","3,0","2,0","2,5","8,5","3445,3",Segurança moderada,verde claro
Ciclovia,Bidirecional,AVENIDA PAULO TAPAJÓS,Rua B.W. Projetada,"Estrada do Pontal, em frente à Pousada do Recreio",BARRA DA TIJUCA,"240,060359726471",4,"214,0","358,8","1,0","1,0","2,5","8,5","581,3",Alta segurança,verde
Ciclovia,Bidirecional,RUA ZÉLIO VALVERDE,Avenida Paulo Tapajós,Estrada do Pontal,BARRA DA TIJUCA,"87,769121052393",4,"214,0","358,8","1,0","2,0","0,8","10,2","1155,8",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,ESTRADA DO PONTAL,Número 855,Oposto ao número 984,BARRA DA TIJUCA,"136,703907585293",4,"214,0","358,8","2,0","2,0","2,5","8,5","2299,7",Segurança moderada,verde claro
Faixa compartilhada na calçada,Bidirecional,AVENIDA ALFREDO BALTHAZAR DA SILVEIRA,Número 289 (Condomínio Barra Bali),Número 335,BARRA DA TIJUCA,"291,577432438664",4,"214,0","358,8","2,0","2,0","2,5","8,5","2299,7",Segurança moderada,verde claro
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",AVENIDA ALFREDO BALTHAZAR DA SILVEIRA,Número 2130,Número 1620,BARRA DA TIJUCA,"597,521456881125",4,"214,0","358,8","2,0","2,0","2,5","8,5","2299,7",Segurança moderada,verde claro
Faixa compartilhada na calçada,Bidirecional,AVENIDA ALFREDO BALTHAZAR DA SILVEIRA,Oposto ao número 432,Oposto ao número 1620,BARRA DA TIJUCA,"638,496504627045",4,"214,0","358,8","2,0","2,0","2,5","8,5","2299,7",Segurança moderada,verde claro
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA PROFESSOR HERMES DE LIMA,Estrada Benvindo de Novaes,"Avenida Pedro Moura, próximo do Canal das Taxas",BARRA DA TIJUCA,"1816,08091678938",4,"214,0","358,8","1,0","2,0","4,5","6,5","1152,1",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA PEDRO MOURA,Oposto ao número 35,Próximo a Orla da Praia (Avenida Lúcio Costa),BARRA DA TIJUCA,"658,741301267859",4,"214,0","358,8","1,2","2,0","4,5","6,5","1381,2",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA ALFREDO BALTHAZAR DA SILVEIRA,Número 335,Oposto ao número 432,BARRA DA TIJUCA,"667,505160279084",4,"214,0","358,8","2,0","2,0","2,5","8,5","2299,7",Segurança moderada,verde claro
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA CECÍLIA MEIRELES,Número 853,Número 155,BARRA DA TIJUCA,"200,82385506663",4,"214,0","358,8","1,0","1,0","4,5","6,5","579,3",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",AVENIDA GUILHERME DE ALMEIDA,Avenida Alfredo Balthazar da Silveira,Rua Motta Maia,BARRA DA TIJUCA,"98,0104985153793",4,"214,0","358,8","1,2","1,0","4,5","6,5","693,9",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no contrafluxo dos automóveis",ESTRADA BENVINDO DE NOVAES,Oposto ao número 91,Orla do Recreio dos Bandeirantes,BARRA DA TIJUCA,"110,746540394568",4,"214,0","358,8","1,2","2,0","3,0","8,0","1382,7",Alta segurança,verde
Faixa compartilhada na calçada,"Unidirecional, isolada em relação à via pública",RUA ABRAHÃO JABOUR,Rua Pedro Calmon,Avenida Olof Palme,JACAREPAGUÁ,"642,990837604441",4,"96,8","61,0","1,2","2,0","6,0","5,0","383,7",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA GILKA MACHADO,Avenida Lúcio Costa,Praça do Pontal,BARRA DA TIJUCA,"155,837429962852",4,"214,0","358,8","1,2","2,0","4,5","6,5","1381,2",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,ESTRADA BENVINDO DE NOVAES,Número 91,Rua Newton Fontoura Reis,BARRA DA TIJUCA,"635,602369451545",4,"214,0","358,8","1,2","2,0","3,0","8,0","1382,7",Alta segurança,verde
Ciclovia,Bidirecional,AVENIDA LÚCIO COSTA,Número 9700,Número 1700,BARRA DA TIJUCA,"6277,6304681549",4,"214,0","358,8","3,0","2,0","2,5","8,5","3445,3",Segurança moderada,verde claro
Faixa compartilhada na calçada,"Unidirecional, isolada em relação à via pública",AVENIDA OLOF PALME,Oposto ao número 765,Altura da Avenida Salvador Allende,BARRA DA TIJUCA,"696,852376373584",4,"214,0","358,8","1,2","1,0","6,0","5,0","692,4",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA SALVADOR ALLENDE,Avenida das Américas,Avenida Embaixador Abelardo Bueno,BARRA DA TIJUCA,"5052,73509721191",4,"214,0","358,8","3,0","4,0","2,5","8,5","6882,1",Baixa segurança,laranja
Faixa compartilhada na calçada,"Unidirecional, no fluxo dos automóveis",RUA PEDRO CALMON,"Rua Abrahão Jabour, número 567",Número 150,JACAREPAGUÁ,"330,524213244642",4,"96,8","61,0","1,0","1,0","6,0","5,0","162,8",Alta segurança,verde
Faixa compartilhada na calçada,"Unidirecional, isolada em relação à via pública",RUA ABRAHÃO JABOUR,Altura da Avenida Olof Palme,Altura da Rua Pedro Calmon,BARRA DA TIJUCA,"435,891977871832",4,"214,0","358,8","1,2","2,0","6,0","5,0","1379,7",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA EMBAIXADOR ABELARDO BUENO,Oposto ao Condomínio Origami,Centro Aquático Maria Lenk,BARRA DA TIJUCA,"1273,50964718871",4,"214,0","358,8","3,0","4,0","2,5","8,5","6882,1",Baixa segurança,laranja
Faixa compartilhada na calçada,Bidirecional,ESTRADA DOS BANDEIRANTES,Número 8624,Número 24168,BARRA DA TIJUCA,"10460,1086202761",4,"214,0","358,8","2,0","4,0","2,5","8,5","4590,9",Atenção,amarelo
Ciclovia,Bidirecional,ESTRADA DO PONTAL,Próximo à Orla da Praia,Rua AW,BARRA DA TIJUCA,"528,176570822272",4,"214,0","358,8","2,0","2,0","2,5","8,5","2299,7",Segurança moderada,verde claro
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",AVENIDA GLÁUCIO GIL,Avenida Lúcio Costa,Avenida das Américas,BARRA DA TIJUCA,"1404,77194214876",4,"214,0","358,8","1,2","2,0","4,5","6,5","1381,2",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA PREFEITO DULCÍDIO CARDOSO,Número 378,Número 3040,BARRA DA TIJUCA,"3759,56250139646",4,"214,0","358,8","1,2","1,0","2,5","8,5","695,9",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA AYRTON SENNA,Avenida Lúcio Costa,Avenida Heráclito da Graça Aranha,BARRA DA TIJUCA,"1561,56097573434",4,"214,0","358,8","3,0","5,0","2,5","8,5","8600,5",Baixa segurança,laranja
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",AVENIDA JARBAS DE CARVALHO,Avenida Gilka Machado,Estrada Benvindo de Novaes,BARRA DA TIJUCA,"1166,81268398642",4,"214,0","358,8","1,0","1,0","4,5","6,5","579,3",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA DAS AMÉRICAS,Avenida Heráclito da Graça Aranha,Próximo ao Barra Garden Shopping,BARRA DA TIJUCA,"1856,00684562622",4,"214,0","358,8","3,0","5,0","2,0","9,0","8601,0",Baixa segurança,laranja
Faixa compartilhada na calçada,Bidirecional,AVENIDA CLÁUDIO BESSERMAN VIANNA,Próximo a Curva Chico Anysio,Linha Amarela,JACAREPAGUÁ,"465,308455780415",4,"96,8","61,0","1,0","1,0","2,5","8,5","166,3",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA EPITÁCIO PESSOA,Próximo ao número 40,Próximo ao número 604,IPANEMA,"851,897031853178",2,"704,0","56,3","1,2","4,0","3,0","8,0","3657,4",Segurança moderada,verde claro
Faixa compartilhada na calçada,Bidirecional,AVENIDA BORGES DE MEDEIROS,Oposto ao número 633,Oposto ao número 699,LEBLON,"157,444321796012",2,"704,0","49,0","3,0","5,0","3,0","8,0","11303,0",Muito perigoso,vermelho
Ciclofaixa,Bidirecional,PARQUE DAS FIGUEIRAS,"Av. Borges de Medeiros, número 1426","Av. Borges de Medeiros, número 1442",LAGOA,"365,077173723078",2,"128,0","85,0","1,0","1,0","1,5","9,5","222,5",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA AYRTON SENNA,Avenida Heráclito da Graça Aranha,"Avenida das Américas, número 5000",BARRA DA TIJUCA,"112,284654498922",4,"214,0","358,8","3,0","5,0","2,5","8,5","8600,5",Baixa segurança,laranja
Faixa compartilhada na calçada,Bidirecional,HELIPONTO DA LAGOA RODRIGO DE FREITAS,Em torno do Heliponto da Lagoa Rodrigo de Freitas,"Avenida Borges de Medeiros, oposto ao número 2239",LAGOA,"485,399021155225",2,"128,0","85,0","1,0","1,0","2,5","8,5","221,5",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA TENENTE CEL. MUNIZ DE ARAGÃO,Avenida Ayrton Senna,Número 2037,JACAREPAGUÁ,"118,998363414177",4,"96,8","61,0","1,2","2,0","2,5","8,5","387,2",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA AYRTON SENNA,Avenida Embaixador Abelardo Bueno,Próximo a Avenida Engenheiro Hermano Jordão Freire,JACAREPAGUÁ,"475,792033016586",4,"96,8","61,0","3,0","5,0","2,5","8,5","2375,5",Segurança moderada,verde claro
Faixa compartilhada na calçada,Bidirecional,AVENIDA AYRTON SENNA,Avenida Luís Carlos Prestes,Avenida Embaixador Abelardo Bueno,BARRA DA TIJUCA,"2236,15112624377",4,"214,0","358,8","3,0","5,0","2,5","8,5","8600,5",Baixa segurança,laranja
Faixa compartilhada na calçada,Bidirecional,AVENIDA EMBAIXADOR ABELARDO BUENO,Avenida Ayrton Senna,Praça Mestre Luís Alves,JACAREPAGUÁ,"229,469508658492",4,"96,8","61,0","3,0","4,0","2,5","8,5","1902,1",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA EMBAIXADOR ABELARDO BUENO,Praça Mestre Luís Alves,Avenida Ayrton Senna,JACAREPAGUÁ,"210,013721626065",4,"96,8","61,0","3,0","4,0","2,5","8,5","1902,1",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA AYRTON SENNA,Avenida Luís Carlos Prestes,Avenida Embaixador Abelardo Bueno,BARRA DA TIJUCA,"247,989067362774",4,"214,0","358,8","3,0","5,0","2,5","8,5","8600,5",Baixa segurança,laranja
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA TONELERO,Praça Cardeal Arcoverde,Número 223,COPACABANA,"896,195472276947",2,"659,6","104,7","1,2","2,0","1,5","9,5","1843,8",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",PRAIA DO FLAMENGO,Número 150,Rua Machado de Assis,FLAMENGO,"116,060061018065",2,"447,6","0,0","2,0","3,0","5,0","6,0","2691,6",Segurança moderada,verde claro
Faixa compartilhada na calçada,Bidirecional,AVENIDA TENENTE CEL. MUNIZ DE ARAGÃO,Estrada do Ganibal,Estrada Caribú,JACAREPAGUÁ,"1809,18521730808",4,"96,8","61,0","1,2","2,0","2,5","8,5","387,2",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,BOSQUE DA FREGUESIA,"Avenida Tenente Coronel Muniz de Aragão, número 800",Número 120,JACAREPAGUÁ,"492,002286764431",4,"96,8","61,0","1,0","1,0","2,5","8,5","166,3",Alta segurança,verde
Faixa compartilhada na calçada,Não identificado,AVENIDA EDGARD WERNECK,Linha Amarela,Praça da CDD,JACAREPAGUÁ,"698,915101656657",4,"96,8","61,0","1,2","3,0","9,5","1,5","569,6",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,ESTRADA DO GABINAL,Próximo à Tenente Coronel Muniz de Aragão,Rua Edgard Werneck,JACAREPAGUÁ,"278,621972477888",4,"96,8","61,0","2,0","3,0","2,5","8,5","955,3",Alta segurança,verde
Faixa compartilhada na calçada,Não identificado,AVENIDA EDGARD WERNECK,Praça da CDD,Linha Amarela,JACAREPAGUÁ,"684,920333585331",4,"96,8","61,0","1,2","3,0","9,5","1,5","569,6",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA AYRTON SENNA,Vila do Pan,Vila do Pan,JACAREPAGUÁ,"1873,52921867799",4,"96,8","61,0","3,0","5,0","2,5","8,5","2375,5",Segurança moderada,verde claro
Faixa compartilhada na calçada,Bidirecional,AVENIDA DAS AMÉRICAS,Número 5000,Mergulhão Billy Blanto,BARRA DA TIJUCA,"543,279716687894",4,"214,0","358,8","3,0","5,0","2,0","9,0","8601,0",Baixa segurança,laranja
Ciclovia,Bidirecional,AVENIDA DO PEPÊ,Oposto ao número 1430,Oposto ao número 690,BARRA DA TIJUCA,"879,803212470362",4,"214,0","358,8","2,0","2,0","2,5","8,5","2299,7",Segurança moderada,verde claro
Ciclofaixa,Bidirecional,AVENIDA DO PEPÊ,Oposto ao número 690,Oposto ao número 600,BARRA DA TIJUCA,"170,163954322941",4,"214,0","358,8","2,0","2,0","2,5","8,5","2299,7",Segurança moderada,verde claro
Ciclovia,Bidirecional,AVENIDA DO PEPÊ,Oposto ao número 600,Oposto ao número 56,BARRA DA TIJUCA,"611,971463559822",4,"214,0","358,8","2,0","2,0","2,5","8,5","2299,7",Segurança moderada,verde claro
Ciclovia,Bidirecional,RUA SARGENTO JOÃO DE FARIA,Número 01,Número 10,BARRA DA TIJUCA,"116,388282853209",4,"214,0","358,8","1,2","2,0","2,5","8,5","1383,2",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",AVENIDA FLEMING,Esquina com Estrada do Joá,Esquina com Praça Prof. Velho da Silva,BARRA DA TIJUCA,"311,724723579282",4,"214,0","358,8","1,0","1,0","4,5","6,5","579,3",Alta segurança,verde
Ciclofaixa,Bidirecional,ESTRADA DO JOÁ,Praça Desembargador Araujo Jorge,Número 3884,BARRA DA TIJUCA,"354,08226941177",4,"214,0","358,8","1,0","3,0","1,0","10,0","1728,4",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",AVENIDA GENERAL FELICÍSSIMO CARDOSO,"Avenida Pref. Dulcídio Cardoso, Número 3040",Esquina com Av. das Américas,BARRA DA TIJUCA,"537,415745175138",4,"214,0","358,8","1,2","1,0","4,5","6,5","693,9",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",AVENIDA MINISTRO AFRÂNIO COSTA,Avenida Prefeito Dulcídio Cardoso,Avenida das Américas,BARRA DA TIJUCA,"657,404472629852",4,"214,0","358,8","1,0","1,0","4,5","6,5","579,3",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA HÉLIO FRAGA,Avenida Ministro Afrânio Costa,Rua Dalcídio Jurandir,BARRA DA TIJUCA,"143,287613305644",4,"214,0","358,8","1,0","1,0","4,5","6,5","579,3",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA DALCÍDIO JURANDIR,Rua Hélio Fraga,Avenida Ministro Afrânio Costa,BARRA DA TIJUCA,"174,990555518472",4,"214,0","358,8","1,0","1,0","4,5","6,5","579,3",Alta segurança,verde
Ciclofaixa,Não identificado,PRAÇA PROFESSOR VELHO DA SILVA,Entorno da Praça Professor Velho da Silva,Entorno da Praça Professor Velho da Silva,BARRA DA TIJUCA,"168,538731450184",4,"214,0","358,8","1,0","1,0","8,0","3,0","575,8",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",AVENIDA GENERAL FELICÍSSIMO CARDOSO,Esquina com Avenida das Américas,Avenida Pref. Dulcídio Cardoso,BARRA DA TIJUCA,"542,848724396715",4,"214,0","358,8","1,2","1,0","4,5","6,5","693,9",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",AVENIDA MINISTRO AFRÂNIO COSTA,Avenida das Américas,Rua Hélio Fraga,BARRA DA TIJUCA,"156,438195953408",4,"214,0","358,8","1,0","1,0","4,5","6,5","579,3",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",AVENIDA MINISTRO AFRÂNIO COSTA,Rua Dalcídio Jurandir,Avenida Prefeito Dulcídio Cardoso,BARRA DA TIJUCA,"286,878627181757",4,"214,0","358,8","1,0","1,0","4,5","6,5","579,3",Alta segurança,verde
Ciclovia,Bidirecional,PONTE DA JOATINGA (ENGENHEIRO ALFREDO ARTHUR DE FIGUEIREDO),Altura da Avenida Gilberto Amado,Altura do Túnel do Joá,BARRA DA TIJUCA,"784,166192988779",4,"214,0","358,8","1,0","1,0","1,0","10,0","582,8",Alta segurança,verde
Ciclovia,Bidirecional,AVENIDA MINISTRO IVAN LINS,"Altura da Avenida Gilberto Amado, Número 61","Altura da Avenida Gilberto Amado, Número 113",BARRA DA TIJUCA,"81,6606082108448",4,"214,0","358,8","3,0","5,0","2,0","9,0","8601,0",Baixa segurança,laranja
Ciclovia,Bidirecional,AVENIDA GILBERTO AMADO,Número 113,Número 71,BARRA DA TIJUCA,"90,1924324711886",4,"214,0","358,8","1,0","2,0","2,5","8,5","1154,1",Alta segurança,verde
Ciclovia,Bidirecional,AVENIDA MINISTRO IVAN LINS,"Altura da Avenida Gilberto Amado, Número 71",Ponte da Joatinga,BARRA DA TIJUCA,"31,5294870915586",4,"214,0","358,8","3,0","5,0","2,0","9,0","8601,0",Baixa segurança,laranja
Ciclovia,Bidirecional,AVENIDA PREFEITO MENDES DE MORAES,Oposto ao número 1150,Oposto ao número 1500,SÃO CONRADO,"280,970665939321",2,"128,0","0,0","2,0","2,0","1,5","9,5","521,5",Alta segurança,verde
Ciclovia,Bidirecional,ESTRADA AUTO-ESTRADA LAGOA BARRA,Mirante São Conrado,Túnel São Conrado,SÃO CONRADO,"267,063343721066",2,"128,0","0,0","1,0","1,0","2,5","8,5","136,5",Alta segurança,verde
Ciclovia,Bidirecional,AVENIDA LÚCIO COSTA,Número 1700,Número 14800,BARRA DA TIJUCA,"6878,25535271709",4,"214,0","358,8","3,0","2,0","2,5","8,5","3445,3",Segurança moderada,verde claro
Faixa compartilhada na calçada,Bidirecional,AVENIDA EMBAIXADOR ABELARDO BUENO,"Avenida Salvador Allende, antes da transição para a Avenida Embaixador Bueno",Oposto ao Condomínio Origami,BARRA DA TIJUCA,"603,54194920886",4,"214,0","358,8","3,0","4,0","2,5","8,5","6882,1",Baixa segurança,laranja
Faixa compartilhada na calçada,Bidirecional,AVENIDA EMBAIXADOR ABELARDO BUENO,Número 3514,Avenida Salvador Allende,JACAREPAGUÁ,"406,480577689376",4,"96,8","61,0","3,0","4,0","2,5","8,5","1902,1",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA SALVADOR ALLENDE,Avenida Embaixador Abelardo Bueno,Rua Francisco de Paula,JACAREPAGUÁ,"852,171343163249",4,"96,8","61,0","3,0","4,0","2,5","8,5","1902,1",Alta segurança,verde
Faixa compartilhada na pista,Bidirecional,AVENIDA ALFREDO BALTHAZAR DA SILVEIRA,Número 1570,Número 2130,BARRA DA TIJUCA,"607,514242471371",4,"214,0","358,8","2,0","2,0","2,5","8,5","2299,7",Segurança moderada,verde claro
Faixa compartilhada na calçada,Bidirecional,PRAIA DE BOTAFOGO,Número 214,Rua Fernando Ferrari,BOTAFOGO,"99,0184191304798",2,"524,8","42,6","2,0","3,0","3,0","8,0","3412,4",Segurança moderada,verde claro
Ciclovia,Bidirecional,AVENIDA LAURO SODRÉ,Rua General Severiano,Próximo ao número 1746,BOTAFOGO,"463,209240111558",2,"524,8","42,6","3,0","4,0","3,5","7,5","6816,3",Baixa segurança,laranja
Ciclovia,Bidirecional,AVENIDA PRINCESA ISABEL,Avenida Atlântica,Próximo ao Túnel do Leme,COPACABANA,"547,653549776053",2,"659,6","104,7","2,0","4,0","3,5","7,5","6121,9",Atenção,amarelo
Faixa compartilhada na calçada,Bidirecional,RUA VISCONDE DE SILVA,Rua Humaitá,Número 68,BOTAFOGO,"897,93474919709",2,"524,8","42,6","1,2","2,0","3,0","8,0","1369,8",Alta segurança,verde
Faixa compartilhada na pista,"Unidirecional, no fluxo dos automóveis",RUA MUNIZ BARRETO,Número 333,Número 621,BOTAFOGO,"458,678311426848",2,"524,8","42,6","1,5","3,0","3,0","8,0","2561,3",Segurança moderada,verde claro
Faixa compartilhada na calçada,Bidirecional,AVENIDA BORGES DE MEDEIROS,Oposto ao número 701,Praça José M Filho,LAGOA,"3329,59216365505",2,"128,0","85,0","3,0","5,0","3,0","8,0","3203,0",Segurança moderada,verde claro
Faixa compartilhada na calçada,Bidirecional,PARQUE DOS PATINS,Avenida Borges de Medeiros,Heliponto da Lagoa Rodrigo de Freitas,LAGOA,"494,158027523581",2,"128,0","85,0","1,0","1,0","2,5","8,5","221,5",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,AVENIDA EPITÁCIO PESSOA,Oposto ao número 686,Oposto ao número 4976,LAGOA,"3890,31163243146",2,"128,0","85,0","1,2","4,0","3,0","8,0","1030,4",Alta segurança,verde
Faixa compartilhada na calçada,Bidirecional,RUA MÁRIO RIBEIRO,Número 92,Número 250,LEBLON,"944,534947789138",2,"704,0","49,0","3,0","5,0","3,0","8,0","11303,0",Muito perigoso,vermelho
