fid,ext,tipo_infra,apenas_ano,fluxo_infr,inicio,contabilizar,data_implant,vias,area_plane,local_infr,executor,final,SHAPE__Length,rp,status,cod_rp
260,0.48209138,Ciclofaixa,,Bidirecional,Número 326,Sim,,Avenida Graça Aranha,1,No bordo esquerdo da pista,,Número 26,482.107340734856,Centro,Implantada,1.1
261,5.01300505,Faixa compartilhada na calçada,,Bidirecional,Próximo ao MAM,Sim,,Avenida Infante Dom Henrique,2,Na calçada,,Próximo ao monumento Estacio de Sá,5013.17705215142,Flamengo,Implantada,2.1
262,0.20336652,Faixa compartilhada na calçada,,Não identificado,Avenida Almirante Silvio de Noronha,Sim,,Rua Jardel Jercolis,2,Na calçada,,Número 426,203.373772041695,Glória,Implantada,2.1
263,0.4226438,Ciclovia,,Bidirecional,Próximo ao número 1746,Sim,,Avenida Lauro Sodré,2,No canteiro central,,Túnel do Leme Galeria Coelho Cintra,422.657093165345,Botafogo,Implantada,2.1
264,0.17980219,Ciclovia,,Bidirecional,Avenida Pasteur,Sim,,Avenida Venceslau Braz,2,No canteiro central,,Praça Ozanan,179.80798732746,Botafogo,Implantada,2.1
266,4.07715182,Ciclovia,,Bidirecional,Rua Francisco Otaviano,Sim,,Avenida Atlântica,2,No bordo direito da pista,,Praça Almirante Julio de Noronha,4077.273711306,Copacabana,Implantada,2.1
267,0.54671524,Ciclovia,,"Unidirecional, no fluxo dos automóveis",Avenida Lauro Sodré,Sim,,Túnel Eng. Marques Porto,2,No bordo esquerdo da pista,,Avenida Venceslau Brás,546.732695948683,Copacabana,Implantada,2.1
268,0.08781509,Faixa compartilhada na calçada,,Bidirecional,"Rua General Severiano, número 72",Sim,,Praça Ozanan,2,Na calçada,,Oposto ao CAPSi II Maurício Souza,87.8179478889265,Botafogo,Implantada,2.1
269,0.23268889,Faixa compartilhada na calçada,,Bidirecional,Praça Ozanan,Sim,,Rua General Severiano,2,No bordo direito da pista,,Avenida Lauro Sodré,232.696202014679,Botafogo,Implantada,2.1
270,0.67421309,Ciclofaixa,,Bidirecional,Número 5,Sim,,Rua Francisco Otaviano,2,No bordo direito da pista,,Avenida Vieira Souto,674.229616202466,Ipanema,Implantada,2.1
271,0.68682895,Faixa compartilhada na calçada,,Bidirecional,Avenida das Nações Unidas,Sim,,Rua Prof. Álvaro Rodrigues,2,Na calçada,,Número 178,686.849071289179,Botafogo,Implantada,2.1
272,0.16276177,Ciclofaixa,,Bidirecional,Número 250,Sim,,Rua Siqueira Campos,2,No bordo esquerdo da pista,,Próximo ao Túnel Alaor Prata,162.765844093719,Copacabana,Implantada,2.1
273,0.25523718,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 101,Sim,,Rua Rodolfo Dantas,2,No bordo direito da pista,,Avenida Atlântica,255.245009018884,Copacabana,Implantada,2.1
274,0.25288716,Ciclovia,,Bidirecional,Avenida Repórter Nestor Moreira,Sim,,Clube Botafogo Futebol e Regatas,2,Isolada,,"Avenida das Nações Unidas, próximo ao retorno",252.894765706171,Botafogo,Implantada,2.1
275,1.17119455,Faixa compartilhada na calçada,,Bidirecional,Próximo à piscina do Clube de Botafogo,Sim,,Avenida das Nações Unidas,2,Na calçada,,Praça Nicarágua,1171.22993145766,Botafogo,Implantada,2.1
276,0.31907599,Faixa compartilhada na calçada,,Bidirecional,Avenida Pasteur,Sim,,Avenida Reporter Nestor Moreira,2,Na calçada,,Avenida Nações Unidas,319.085939809367,Botafogo,Implantada,2.1
277,0.25126833,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 140,Sim,,Rua Décio Vilares,2,No bordo direito da pista,,Número 360,251.274660972908,Copacabana,Implantada,2.1
278,0.08860438,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 23,Sim,,Praça Eugênio Jardim,2,Não identificado,,Número 01,88.6064814903668,Copacabana,Implantada,2.1
279,0.08460229,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 68,Sim,,Rua Dias da Rocha,2,No bordo direito da pista,,Número 86,84.6043861440286,Copacabana,Implantada,2.1
280,0.30940638,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Rua Maestro Francisco Braga,Sim,,Praça Edmundo Bitencourt,2,No bordo direito da pista,,Rua Tenente Marones de Gusmão,309.414172002415,Copacabana,Implantada,2.1
281,0.85904798,Faixa compartilhada na calçada,,Bidirecional,Universidade Santa Úrsula,Sim,,Rua Pinheiro Machado,2,No bordo esquerdo da pista,,Rua das Laranjeiras,859.072485056347,Laranjeiras,Implantada,2.1
282,0.22907523,Faixa compartilhada na calçada,,Bidirecional,Número 301,Sim,,Rua Pinheiro Machado,2,Na calçada,,Rua Presidente Carlos Campos,229.081856740762,Botafogo,Implantada,2.1
283,0.06946825,Faixa compartilhada na calçada,,Bidirecional,Número 214,Sim,,Praia de Botafogo,2,Na calçada,,Rua Fernando Ferrari,69.4702796005476,Botafogo,Implantada,2.1
284,4.43127949,Faixa compartilhada na calçada,,Bidirecional,Rua Capitão Lafay,Sim,,Avenida Cesário de Melo,5,No bordo esquerdo da pista,,Próximo a Estação do BRT Santa Eugênia,4430.62907777645,Campo Grande,Implantada,5.2
285,0.47539019,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 125,Sim,,Rua Bambina,2,No bordo direito da pista,,Rua Marquês de Olinda,475.403326637671,Botafogo,Implantada,2.1
286,0.149975,Faixa compartilhada na calçada,,Bidirecional,Rua Pinheiro Machado,Sim,,Rua Fernando Ferrari,2,No bordo direito da pista,,Rua Muniz Barreto,149.979361518118,Botafogo,Implantada,2.1
287,0.08506473,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 150,Sim,,Praia do Flamengo,2,No bordo direito da pista,,Rua Machado de Assis,85.0675183792583,Flamengo,Implantada,2.1
288,0.20765235,Faixa compartilhada na calçada,,Bidirecional,Rua Fernando ferrari,Sim,,Rua Muniz Barreto,2,Na calçada,,Número 100,207.658321248731,Botafogo,Implantada,2.1
289,0.32937649,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 81,Sim,,Rua Dois de Dezembro,2,No bordo direito da pista,,Praia do Flamengo,329.387098461681,Flamengo,Implantada,2.1
290,1.08218928,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 389,Sim,,Rua Paissandu,2,No bordo direito da pista,,Praia do Flamengo,1082.22267638413,Laranjeiras,Implantada,2.1
291,1.03337695,Ciclovia,,Bidirecional,Oposto ao número 1008,Sim,,Avenida Bartolomeu Mitre,2,Na calçada,,Número 15,1033.38688013682,Leblon,Implantada,2.1
292,0.21094741,Faixa compartilhada na calçada,,Bidirecional,Número 90,Sim,,Avenida Padre Leonel Franca,2,Na calçada,,Número 182,210.949193037955,Gávea,Implantada,2.1
293,0.22494974,Faixa compartilhada na calçada,,Bidirecional,Oposto ao número 179,Sim,,Avenida Borges de Medeiros,2,Na calçada,,Oposto ao número 625,224.952746758824,Leblon,Implantada,2.1
294,0.10983178,Faixa compartilhada na calçada,,Bidirecional,Esquina com Humberto Campos,Sim,,Avenida Borges de Medeiros,2,Na calçada,,Próxima ao número 701,109.833317240351,Leblon,Implantada,2.1
295,0.6788594,Faixa compartilhada na calçada,,Bidirecional,Oposto ao número 269,Sim,,Avenida Rodrigo Otávio,2,No canteiro central,,Oposto ao número 389,678.865219684708,Gávea,Implantada,2.1
296,0.07963055,Faixa compartilhada na calçada,,Bidirecional,Número 06,Sim,,Avenida Rodrigo Otávio,2,Na calçada,,Oposto ao número 3200,79.6312409813981,Leblon,Implantada,2.1
297,0.14524296,Faixa compartilhada na calçada,,Bidirecional,Oposto ao número 39,Sim,,Avenida Borges de Medeiros,2,Na calçada,,Oposto ao número 137,145.244851344174,Leblon,Implantada,2.1
298,0.06226556,Faixa compartilhada na calçada,,Bidirecional,Avenida Epitácio Pessoa,Sim,,Avenida Vieira Souto,2,Na calçada,,Avenida Borges de Medeiros,62.2664312655702,Ipanema,Implantada,2.1
299,3.18969034,Faixa compartilhada na calçada,,Bidirecional,Número 6098 (sentido Campo Grande).,Sim,,Avenida de Santa Cruz,5,No bordo direito da pista,,Número 11.692,3189.3564805533,Bangu,Implantada,5.1
300,0.08527737,Faixa compartilhada na calçada,,Bidirecional,Rua Menezes Brum,Sim,,Rua do Parque Madureira,3,Na calçada,,Rua Laura Brandão,85.2729992911957,Pavuna,Implantada,3.6
301,0.3640977,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Avenida Pedro Moura,Sim,,Rua Professor Hermes de Lima,4,No bordo direito da pista,,Avenida Alfredo Balthazar da Silveira,364.065188860284,Barra da Tijuca,Implantada,4.2
302,0.79272939,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 01,Sim,,Rua Mearim,2,No bordo direito da pista,,Número 316,792.723155334351,Tijuca,Implantada,2.2
303,0.91716183,Ciclovia,,Bidirecional,Posto 12,Sim,,Estrada do Pontal,4,Na calçada,,"Avenida Paulo Tapajós, número 632",917.071563728044,Barra da Tijuca,Implantada,4.2
304,1.60659743,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Avenida Lúcio Costa,Sim,,Avenida Gilka Machado,4,No bordo direito da pista,,Avenida das Américas,1606.43922728714,Barra da Tijuca,Implantada,4.2
305,0.93405604,Faixa compartilhada na calçada,,Bidirecional,Avenida Isabel Domingues,Sim,,Avenida Ayrton Senna,4,Na calçada,,Avenida Tenente-Coronel Muniz de Aragão,934.010011820001,Jacarepaguá,Implantada,4.1
306,1.3991645,Faixa compartilhada na calçada,,Bidirecional,Oposto à Avenida Isabel Domingues,Sim,,Avenida Ayrton Senna,4,Na calçada,,Avenida Embaixador Abelardo Bueno,1399.09387297332,Jacarepaguá,Implantada,4.1
307,2.94498953,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Estrada do Pontal,Sim,,Avenida Estado da Guanabara,4,No bordo direito da pista,,Próximo ao Mirante da Prainha,2944.66805390441,Barra da Tijuca,Implantada,4.2
308,0.13070552,Faixa compartilhada na calçada,,Bidirecional,Número 955,Sim,,Estrada do Pontal,4,Na calçada,,Número 5400,130.69185194999,Barra da Tijuca,Implantada,4.2
309,0.71828561,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Avenida Gláucio Gil,Sim,,Rua Haroldo Cavalcanti,4,No bordo direito da pista,,Esquina com Estrada Benvindo de Novaes,718.218650378422,Barra da Tijuca,Implantada,4.2
310,0.29470908,Ciclovia,,Bidirecional,Número 632,Sim,,Avenida Paulo Tapajós,4,Na calçada,,Próximo ao Condomínio Pontal da Areia,294.679769202112,Barra da Tijuca,Implantada,4.2
311,0.49676193,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 440,Sim,,Rua Professor Motta Maia,4,"No bordo direito da pista, No meio da pista",,Número 11,496.71678700345,Barra da Tijuca,Implantada,4.2
312,0.12146192,Ciclovia,,Bidirecional,Final da praia do Pepino,Sim,,Estrada Auto-Estrada Lagoa Barra,2,Isolada,,Mirante São Conrado,121.460304009231,São Conrado,Implantada,2.1
313,1.66352247,Ciclovia,,Bidirecional,Número 699,Sim,,Avenida Prefeito Mendes de Moraes,2,No bordo direito da pista,,Oposto ao número 1010,1663.50804877829,São Conrado,Implantada,2.1
314,1.51725609,Faixa compartilhada na calçada,,Bidirecional,"Avenida Alfredo Balthazar da Silveira, número 289 (Condomínio Barra Bali)",Sim,,Avenida das Américas,4,Na calçada,,Em frente ao Condomínio Pedra de Itaúna,1517.13282100168,Barra da Tijuca,Implantada,4.2
315,0.48383284,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 35,Sim,,Avenida Pedro Moura,4,No bordo direito da pista,,Avenida Lúcio Costa,483.790111926358,Barra da Tijuca,Implantada,4.2
316,0.04891847,Faixa compartilhada na calçada,,Bidirecional,Avenida Lúcio Costa,Sim,,Avenida Gilberto Amado,4,Na calçada,,Número 61,48.9173418362485,Barra da Tijuca,Implantada,4.2
317,0.94416762,Faixa compartilhada na calçada,,Bidirecional,Número 1825,Sim,,Estrada Benvindo de Novaes,4,No canteiro central,,Número 940,944.07863212665,Barra da Tijuca,Implantada,4.2
318,1.83996981,Faixa compartilhada na calçada,,Bidirecional,Oposto ao número 1480,Sim,,Estrada de Jacarepaguá,4,Na calçada,,Próxima a Light Rio das Pedras,1839.90194237627,Barra da Tijuca,Implantada,4.2
319,1.80641629,Ciclovia,,Bidirecional,Início do Túnel do Joá,Sim,,Estrada das Bandeiras,4,No bordo esquerdo da pista,,Final do Túnel São Conrado,1806.38454435965,Barra da Tijuca,Implantada,4.2
320,0.1303688,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 141,Sim,,Rua Malba Tahan,4,No meio da pista,,Número 20,130.35659063201,Barra da Tijuca,Implantada,4.2
321,0.3550096,Faixa compartilhada na pista,,Bidirecional,"Estrada do Pontal, oposto ao número 984",Sim,,Avenida AW,4,Não identificado,,Rua B.W. Projetada,354.973678295498,Barra da Tijuca,Implantada,4.2
322,0.09020351,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Orla do Recreio dos Bandeirantes / Pontal,Sim,,Rua projetada 1W,4,No bordo direito da pista,,Estrada do Pontal,90.1947261794368,Barra da Tijuca,Implantada,4.2
323,3.5463666,Ciclovia,,Bidirecional,Oposto ao número 14.800,Sim,,Avenida Lúcio Costa,4,Na calçada,,Praça do Pontal,3546.04474722507,Barra da Tijuca,Implantada,4.2
324,0.2400849,Ciclovia,,Bidirecional,Rua B.W. Projetada,Sim,,Avenida Paulo Tapajós,4,Na calçada,,"Estrada do Pontal, em frente à Pousada do Recreio",240.060359726471,Barra da Tijuca,Implantada,4.2
325,0.08777792,Ciclovia,,Bidirecional,Avenida Paulo Tapajós,Sim,,Rua Zélio Valverde,4,Na calçada,,Estrada do Pontal,87.769121052393,Barra da Tijuca,Implantada,4.2
326,0.13671765,Faixa compartilhada na calçada,,Bidirecional,Número 855,Sim,,Estrada do Pontal,4,Na calçada,,Oposto ao número 984,136.703907585293,Barra da Tijuca,Implantada,4.2
327,0.29160208,Faixa compartilhada na calçada,,Bidirecional,Número 289 (Condomínio Barra Bali),Sim,,Avenida Alfredo Balthazar da Silveira,4,Na calçada,,Número 335,291.577432438664,Barra da Tijuca,Implantada,4.2
328,0.59757483,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 2130,Sim,,Avenida Alfredo Balthazar da Silveira,4,No bordo direito da pista,,Número 1620,597.521456881125,Barra da Tijuca,Implantada,4.2
329,0.63855243,Faixa compartilhada na calçada,,Bidirecional,Oposto ao número 432,Sim,,Avenida Alfredo Balthazar da Silveira,4,Na calçada,,Oposto ao número 1620,638.496504627045,Barra da Tijuca,Implantada,4.2
330,1.81624785,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Estrada Benvindo de Novaes,Sim,,Rua Professor Hermes de Lima,4,No bordo direito da pista,,"Avenida Pedro Moura, próximo do Canal das Taxas",1816.08091678938,Barra da Tijuca,Implantada,4.2
331,0.65879939,Faixa compartilhada na calçada,,Bidirecional,Oposto ao número 35,Sim,,Avenida Pedro Moura,4,Na calçada,,Próximo a Orla da Praia (Avenida Lúcio Costa),658.741301267859,Barra da Tijuca,Implantada,4.2
332,0.66756234,Faixa compartilhada na calçada,,Bidirecional,Número 335,Sim,,Avenida Alfredo Balthazar da Silveira,4,No canteiro central,,Oposto ao número 432,667.505160279084,Barra da Tijuca,Implantada,4.2
333,0.20084255,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 853,Sim,,Rua Cecília Meireles,4,"No bordo direito da pista, No meio da pista",,Número 155,200.82385506663,Barra da Tijuca,Implantada,4.2
334,0.09801935,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Avenida Alfredo Balthazar da Silveira,Sim,,Avenida Guilherme de Almeida,4,No meio da pista,,Rua Motta Maia,98.0104985153793,Barra da Tijuca,Implantada,4.2
335,0.11075717,Faixa compartilhada na pista,,"Unidirecional, no contrafluxo dos automóveis",Oposto ao número 91,Sim,,Estrada Benvindo de Novaes,4,No bordo esquerdo da pista,,Orla do Recreio dos Bandeirantes,110.746540394568,Barra da Tijuca,Implantada,4.2
336,0.64303722,Faixa compartilhada na calçada,,"Unidirecional, isolada em relação à via pública",Rua Pedro Calmon,Sim,,Rua Abrahão Jabour,4,Na calçada,,Avenida Olof Palme,642.990837604441,Jacarepaguá,Implantada,4.1
337,0.15585255,Faixa compartilhada na calçada,,Bidirecional,Avenida Lúcio Costa,Sim,,Avenida Gilka Machado,4,Na calçada,,Praça do Pontal,155.837429962852,Barra da Tijuca,Implantada,4.2
338,0.63566317,Faixa compartilhada na calçada,,Bidirecional,Número 91,Sim,,Estrada Benvindo de Novaes,4,No canteiro central,,Rua Newton Fontoura Reis,635.602369451545,Barra da Tijuca,Implantada,4.2
339,6.27790666,Ciclovia,,Bidirecional,Número 9700,Sim,,Avenida Lúcio Costa,4,Na calçada,,Número 1700,6277.6304681549,Barra da Tijuca,Implantada,4.2
340,0.69690347,Faixa compartilhada na calçada,,"Unidirecional, isolada em relação à via pública",Oposto ao número 765,Sim,,Avenida Olof Palme,4,Na calçada,,Altura da Avenida Salvador Allende,696.852376373584,Barra da Tijuca,Implantada,4.2
341,5.05311951,Faixa compartilhada na calçada,,Bidirecional,Avenida das Américas,Sim,,Avenida Salvador Allende,4,Na calçada,,Avenida Embaixador Abelardo Bueno,5052.73509721191,Barra da Tijuca,Implantada,4.2
342,0.33054752,Faixa compartilhada na calçada,,"Unidirecional, no fluxo dos automóveis","Rua Abrahão Jabour, número 567",Sim,,Rua Pedro Calmon,4,Na calçada,,Número 150,330.524213244642,Jacarepaguá,Implantada,4.1
343,0.43592417,Faixa compartilhada na calçada,,"Unidirecional, isolada em relação à via pública",Altura da Avenida Olof Palme,Sim,,Rua Abrahão Jabour,4,Na calçada,,Altura da Rua Pedro Calmon,435.891977871832,Barra da Tijuca,Implantada,4.2
344,1.2735922,Faixa compartilhada na calçada,,Bidirecional,Oposto ao Condomínio Origami,Sim,,Avenida Embaixador Abelardo Bueno,4,Na calçada,,Centro Aquático Maria Lenk,1273.50964718871,Barra da Tijuca,Implantada,4.2
345,10.46105869,Faixa compartilhada na calçada,,Bidirecional,Número 8624,Sim,,Estrada dos Bandeirantes,4,Na calçada,,Número 24168,10460.1086202761,Barra da Tijuca,Implantada,4.2
346,0.52823131,Ciclovia,,Bidirecional,Próximo à Orla da Praia,Sim,,Estrada do Pontal,4,Na calçada,,Rua AW,528.176570822272,Barra da Tijuca,Implantada,4.2
347,1.40490126,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Avenida Lúcio Costa,Sim,,Avenida Gláucio Gil,4,No bordo direito da pista,,Avenida das Américas,1404.77194214876,Barra da Tijuca,Implantada,4.2
348,3.75971195,Faixa compartilhada na calçada,,Bidirecional,Número 378,Sim,,Avenida Prefeito Dulcídio Cardoso,4,Na calçada,,Número 3040,3759.56250139646,Barra da Tijuca,Implantada,4.2
349,1.56164379,Faixa compartilhada na calçada,,Bidirecional,Avenida Lúcio Costa,Sim,,Avenida Ayrton Senna,4,Na calçada,,Avenida Heráclito da Graça Aranha,1561.56097573434,Barra da Tijuca,Implantada,4.2
350,1.16692541,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Avenida Gilka Machado,Sim,,Avenida Jarbas de Carvalho,4,No bordo direito da pista,,Estrada Benvindo de Novaes,1166.81268398642,Barra da Tijuca,Implantada,4.2
351,1.85609486,Faixa compartilhada na calçada,,Bidirecional,Avenida Heráclito da Graça Aranha,Sim,,Avenida das Américas,4,Na calçada,,Próximo ao Barra Garden Shopping,1856.00684562622,Barra da Tijuca,Implantada,4.2
352,0.46533204,Faixa compartilhada na calçada,,Bidirecional,Próximo a Curva Chico Anysio,Sim,,Avenida Cláudio Besserman Vianna,4,Na calçada,,Linha Amarela,465.308455780415,Jacarepaguá,Implantada,4.1
353,0.85188524,Faixa compartilhada na calçada,,Bidirecional,Próximo ao número 40,Sim,,Avenida Epitácio Pessoa,2,Na calçada,,Próximo ao número 604,851.897031853178,Ipanema,Implantada,2.1
354,0.15744223,Faixa compartilhada na calçada,,Bidirecional,Oposto ao número 633,Sim,,Avenida Borges de Medeiros,2,Na calçada,,Oposto ao número 699,157.444321796012,Leblon,Implantada,2.1
355,0.36507252,Ciclofaixa,,Bidirecional,"Av. Borges de Medeiros, número 1426",Sim,,Parque das Figueiras,2,No bordo direito da pista,,"Av. Borges de Medeiros, número 1442",365.077173723078,Lagoa,Implantada,2.1
356,0.1122904,Faixa compartilhada na calçada,,Bidirecional,Avenida Heráclito da Graça Aranha,Sim,,Avenida Ayrton Senna,4,Na calçada,,"Avenida das Américas, número 5000",112.284654498922,Barra da Tijuca,Implantada,4.2
357,0.48539269,Faixa compartilhada na calçada,,Bidirecional,Em torno do Heliponto da Lagoa Rodrigo de Freitas,Sim,,Heliponto da Lagoa Rodrigo de Freitas,2,Praça,,"Avenida Borges de Medeiros, oposto ao número 2239",485.399021155225,Lagoa,Implantada,2.1
358,0.1190041,Faixa compartilhada na calçada,,Bidirecional,Avenida Ayrton Senna,Sim,,Avenida Tenente Cel. Muniz de Aragão,4,Na calçada,,Número 2037,118.998363414177,Jacarepaguá,Implantada,4.1
359,0.47581711,Faixa compartilhada na calçada,,Bidirecional,Avenida Embaixador Abelardo Bueno,Sim,,Avenida Ayrton Senna,4,Na calçada,,Próximo a Avenida Engenheiro Hermano Jordão Freire,475.792033016586,Jacarepaguá,Implantada,4.1
360,2.23627063,Faixa compartilhada na calçada,,Bidirecional,Avenida Luís Carlos Prestes,Sim,,Avenida Ayrton Senna,4,Na calçada,,Avenida Embaixador Abelardo Bueno,2236.15112624377,Barra da Tijuca,Implantada,4.2
361,0.22948165,Faixa compartilhada na calçada,,Bidirecional,Avenida Ayrton Senna,Sim,,Avenida Embaixador Abelardo Bueno,4,Na calçada,,Praça Mestre Luís Alves,229.469508658492,Jacarepaguá,Implantada,4.1
362,0.21002489,Faixa compartilhada na calçada,,Bidirecional,Praça Mestre Luís Alves,Sim,,Avenida Embaixador Abelardo Bueno,4,Na calçada,,Avenida Ayrton Senna,210.013721626065,Jacarepaguá,Implantada,4.1
363,0.24800226,Faixa compartilhada na calçada,,Bidirecional,Avenida Luís Carlos Prestes,Sim,,Avenida Ayrton Senna,4,Na calçada,,Avenida Embaixador Abelardo Bueno,247.989067362774,Barra da Tijuca,Implantada,4.2
364,0.89617015,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Praça Cardeal Arcoverde,Sim,,Rua Tonelero,2,No bordo esquerdo da pista,,Número 223,896.195472276947,Copacabana,Implantada,2.1
365,0.11605609,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Número 150,Sim,,Praia do Flamengo,2,No bordo direito da pista,,Rua Machado de Assis,116.060061018065,Flamengo,Implantada,2.1
366,1.80926914,Faixa compartilhada na calçada,,Bidirecional,Estrada do Ganibal,Sim,,Avenida Tenente Cel. Muniz de Aragão,4,Na calçada,,Estrada Caribú,1809.18521730808,Jacarepaguá,Implantada,4.1
367,0.49202347,Faixa compartilhada na calçada,,Bidirecional,"Avenida Tenente Coronel Muniz de Aragão, número 800",Sim,,Bosque da Freguesia,4,Na calçada,,Número 120,492.002286764431,Jacarepaguá,Implantada,4.1
368,0.6989502,Faixa compartilhada na calçada,,Não identificado,Linha Amarela,Sim,,Avenida Edgard Werneck,4,Na calçada,,Praça da CDD,698.915101656657,Jacarepaguá,Implantada,4.1
369,0.27863565,Faixa compartilhada na calçada,,Bidirecional,Próximo à Tenente Coronel Muniz de Aragão,Sim,,Estrada do Gabinal,4,Na calçada,,Rua Edgard Werneck,278.621972477888,Jacarepaguá,Implantada,4.1
370,0.6849547,Faixa compartilhada na calçada,,Não identificado,Praça da CDD,Sim,,Avenida Edgard Werneck,4,Na calçada,,Linha Amarela,684.920333585331,Jacarepaguá,Implantada,4.1
371,1.87362271,Faixa compartilhada na calçada,,Bidirecional,Vila do Pan,Sim,,Avenida Ayrton Senna,4,Na calçada,,Vila do Pan,1873.52921867799,Jacarepaguá,Implantada,4.1
372,0.5433081,Faixa compartilhada na calçada,,Bidirecional,Número 5000,Sim,,Avenida das Américas,4,Na calçada,,Mergulhão Billy Blanto,543.279716687894,Barra da Tijuca,Implantada,4.2
373,0.8798288,Ciclovia,,Bidirecional,Oposto ao número 1430,Sim,,Avenida do Pepê,4,Na calçada,,Oposto ao número 690,879.803212470362,Barra da Tijuca,Implantada,4.2
374,0.17016853,Ciclofaixa,,Bidirecional,Oposto ao número 690,Sim,,Avenida do Pepê,4,No bordo direito da pista,,Oposto ao número 600,170.163954322941,Barra da Tijuca,Implantada,4.2
375,0.61198695,Ciclovia,,Bidirecional,Oposto ao número 600,Sim,,Avenida do Pepê,4,Na calçada,,Oposto ao número 56,611.971463559822,Barra da Tijuca,Implantada,4.2
376,0.11639106,Ciclovia,,Bidirecional,Número 01,Sim,,Rua Sargento João de Faria,4,Na calçada,,Número 10,116.388282853209,Barra da Tijuca,Implantada,4.2
377,0.31173191,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Esquina com Estrada do Joá,Sim,,Avenida Fleming,4,No meio da pista,,Esquina com Praça Prof. Velho da Silva,311.724723579282,Barra da Tijuca,Implantada,4.2
378,0.35409068,Ciclofaixa,,Bidirecional,Praça Desembargador Araujo Jorge,Sim,,Estrada do Joá,4,No bordo esquerdo da pista,,Número 3884,354.08226941177,Barra da Tijuca,Implantada,4.2
379,0.53744145,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis","Avenida Pref. Dulcídio Cardoso, Número 3040",Sim,,Avenida General Felicíssimo Cardoso,4,"No bordo direito da pista, No meio da pista",,Esquina com Av. das Américas,537.415745175138,Barra da Tijuca,Implantada,4.2
380,0.6574318,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Avenida Prefeito Dulcídio Cardoso,Sim,,Avenida Ministro Afrânio Costa,4,"No bordo direito da pista, No meio da pista",,Avenida das Américas,657.404472629852,Barra da Tijuca,Implantada,4.2
381,0.14329349,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Avenida Ministro Afrânio Costa,Sim,,Rua Hélio Fraga,4,No bordo direito da pista,,Rua Dalcídio Jurandir,143.287613305644,Barra da Tijuca,Implantada,4.2
382,0.17499785,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Rua Hélio Fraga,Sim,,Rua Dalcídio Jurandir,4,"No bordo direito da pista, No meio da pista",,Avenida Ministro Afrânio Costa,174.990555518472,Barra da Tijuca,Implantada,4.2
383,0.16854264,Ciclofaixa,,Não identificado,Entorno da Praça Professor Velho da Silva,Sim,,Praça Professor Velho da Silva,4,No bordo esquerdo da pista,,Entorno da Praça Professor Velho da Silva,168.538731450184,Barra da Tijuca,Implantada,4.2
384,0.54287473,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Esquina com Avenida das Américas,Sim,,Avenida General Felicíssimo Cardoso,4,No meio da pista,,Avenida Pref. Dulcídio Cardoso,542.848724396715,Barra da Tijuca,Implantada,4.2
385,0.15644468,Faixa compartilhada na pista,,"Unidirecional, no fluxo dos automóveis",Avenida das Américas,Sim,,Avenida Ministro Afrânio Costa,4,No bordo direito da pista,,Rua Hélio Fraga,156.438195953408,Barra da Tijuca,Implantada,4.2
