Ano;Logradouro;Delito;Total
2019;Linha Vermelha;Acidente de trânsito;36
2019;Linha Vermelha;Lesão corporal culposa - trânsito;36
2019;Praca Praca Doutor Carvalho Brito;Acidente de trânsito;12
2019;Praca Praca Doutor Carvalho Brito;Lesão corporal culposa - trânsito;12
2019;Praia De Botafogo;Acidente de trânsito;20
2019;Praia De Botafogo;Lesão corporal culposa - trânsito;19
2019;Praia Praia De Botafogo;Acidente de trânsito;14
2019;Praia Praia De Botafogo;Lesão corporal culposa - trânsito;16
2019;Rua Adolfo Bergamini;Acidente de trânsito;14
2019;Rua Adolfo Bergamini;Lesão corporal culposa - trânsito;15
2019;Rua Ana Neri;Lesão corporal culposa - trânsito;14
2019;Rua Andre Rocha;Acidente de trânsito;40
2019;Rua Andre Rocha;Lesão corporal culposa - trânsito;41
2019;Rua Aragao Gesteira;Acidente de trânsito;23
2019;Rua Aragao Gesteira;Lesão corporal culposa - trânsito;23
2019;Rua Aricuri;Acidente de trânsito;15
2019;Rua Aricuri;Lesão corporal culposa - trânsito;15
2019;Rua Arquias Cordeiro;Acidente de trânsito;13
2019;Rua Arquias Cordeiro;Lesão corporal culposa - trânsito;14
2019;Rua Artur Rios;Acidente de trânsito;13
2019;Rua Artur Rios;Lesão corporal culposa - trânsito;14
2019;Rua Aurelio Valporto;Acidente de trânsito;21
2019;Rua Aurelio Valporto;Lesão corporal culposa - trânsito;23
2019;Rua Avenida Paranapua;Acidente de trânsito;10
2019;Rua Avenida Paranapua;Lesão corporal culposa - trânsito;11
2019;Rua Barao De Itapagipe;Lesão corporal culposa - trânsito;11
2019;Rua Barao De Mesquita;Acidente de trânsito;15
2019;Rua Barao De Mesquita;Lesão corporal culposa - trânsito;16
2019;Rua Barao Do Bananal;Acidente de trânsito;21
2019;Rua Barao Do Bananal;Lesão corporal culposa - trânsito;21
2019;Rua Barao Do Bom Retiro;Acidente de trânsito;16
2019;Rua Barao Do Bom Retiro;Lesão corporal culposa - trânsito;21
2019;Rua Barata Ribeiro;Acidente de trânsito;13
2019;Rua Barata Ribeiro;Lesão corporal culposa - trânsito;19
2019;Rua Bernardo De Vasconcelos;Acidente de trânsito;13
2019;Rua Bernardo De Vasconcelos;Lesão corporal culposa - trânsito;17
2019;Rua Borja Reis;Acidente de trânsito;18
2019;Rua Borja Reis;Lesão corporal culposa - trânsito;15
2019;Rua Bulhoes Marcial;Acidente de trânsito;34
2019;Rua Bulhoes Marcial;Lesão corporal culposa - trânsito;39
2019;Rua Campo De Sao Cristovao;Acidente de trânsito;10
2019;Rua Campo De Sao Cristovao;Lesão corporal culposa - trânsito;11
2019;Rua Campo Grande;Acidente de trânsito;24
2019;Rua Campo Grande;Lesão corporal culposa - trânsito;25
2019;Rua Candido Benicio;Acidente de trânsito;49
2019;Rua Candido Benicio;Atropelamento;13
2019;Rua Candido Benicio;Lesão corporal culposa - trânsito;62
2019;Rua Capitao Felix;Lesão corporal culposa - trânsito;10
2019;Rua Carolina Machado;Acidente de trânsito;45
2019;Rua Carolina Machado;Lesão corporal culposa - trânsito;52
2019;Rua Carvalho De Sousa;Acidente de trânsito;10
2019;Rua Carvalho De Sousa;Lesão corporal culposa - trânsito;12
2019;Rua Clarimundo De Melo;Acidente de trânsito;47
2019;Rua Clarimundo De Melo;Lesão corporal culposa - trânsito;54
2019;Rua Conde De Agrolongo;Acidente de trânsito;13
2019;Rua Conde De Agrolongo;Lesão corporal culposa - trânsito;14
2019;Rua Conde De Azambuja;Acidente de trânsito;10
2019;Rua Conde De Azambuja;Lesão corporal culposa - trânsito;12
2019;Rua Conde De Bonfim;Acidente de trânsito;52
2019;Rua Conde De Bonfim;Lesão corporal culposa - trânsito;54
2019;Rua Conselheiro Galvao;Acidente de trânsito;20
2019;Rua Conselheiro Galvao;Lesão corporal culposa - trânsito;21
2019;Rua Cordovil;Acidente de trânsito;19
2019;Rua Cordovil;Lesão corporal culposa - trânsito;23
2019;Rua Couto De Magalhaes;Lesão corporal culposa - trânsito;10
2019;Rua Da Chita;Acidente de trânsito;12
2019;Rua Da Feira;Acidente de trânsito;19
2019;Rua Da Feira;Lesão corporal culposa - trânsito;22
2019;Rua Das Laranjeiras;Acidente de trânsito;18
2019;Rua Das Laranjeiras;Lesão corporal culposa - trânsito;22
2019;Rua Das Safiras;Lesão corporal culposa - trânsito;10
2019;Rua Dias Da Cruz;Acidente de trânsito;38
2019;Rua Dias Da Cruz;Lesão corporal culposa - trânsito;49
2019;Rua Do Catete;Acidente de trânsito;13
2019;Rua Do Catete;Lesão corporal culposa - trânsito;14
2019;Rua Domingos Lopes;Acidente de trânsito;12
2019;Rua Domingos Lopes;Lesão corporal culposa - trânsito;13
2019;Rua Doutor Augusto Figueiredo;Acidente de trânsito;13
2019;Rua Doutor Augusto Figueiredo;Lesão corporal culposa - trânsito;15
2019;Rua Doutor Satamini;Acidente de trânsito;11
2019;Rua Doutor Satamini;Lesão corporal culposa - trânsito;12
2019;Rua Edgard Werneck;Acidente de trânsito;21
2019;Rua Edgard Werneck;Lesão corporal culposa - trânsito;25
2019;Rua Estacio De Sa;Lesão corporal culposa - trânsito;11
2019;Rua Estrada Do Galeao;Acidente de trânsito;24
2019;Rua Estrada Do Galeao;Lesão corporal culposa - trânsito;21
2019;Rua Felipe Cardoso;Acidente de trânsito;20
2019;Rua Felipe Cardoso;Lesão corporal culposa - trânsito;24
2019;Rua Figueiredo Magalhaes;Acidente de trânsito;12
2019;Rua Figueiredo Magalhaes;Lesão corporal culposa - trânsito;18
2019;Rua Francisco Real;Acidente de trânsito;31
2019;Rua Francisco Real;Lesão corporal culposa - trânsito;33
2019;Rua Frei Caneca;Acidente de trânsito;17
2019;Rua Frei Caneca;Lesão corporal culposa - trânsito;17
2019;Rua General Herculano Gomes;Lesão corporal culposa - trânsito;10
2019;Rua Goias;Acidente de trânsito;31
2019;Rua Goias;Lesão corporal culposa - trânsito;31
2019;Rua Guapore;Acidente de trânsito;13
2019;Rua Guapore;Lesão corporal culposa - trânsito;15
2019;Rua Guaruja;Acidente de trânsito;15
2019;Rua Guaruja;Lesão corporal culposa - trânsito;20
2019;Rua Haddock Lobo;Acidente de trânsito;16
2019;Rua Haddock Lobo;Lesão corporal culposa - trânsito;19
2019;Rua Humaita;Acidente de trânsito;15
2019;Rua Humaita;Lesão corporal culposa - trânsito;20
2019;Rua Iacu;Acidente de trânsito;25
2019;Rua Iacu;Lesão corporal culposa - trânsito;28
2019;Rua Ibiapina;Lesão corporal culposa - trânsito;11
2019;Rua Itapiru;Acidente de trânsito;13
2019;Rua Itapiru;Lesão corporal culposa - trânsito;16
2019;Rua Jardim Botanico;Acidente de trânsito;29
2019;Rua Jardim Botanico;Lesão corporal culposa - trânsito;29
2019;Rua Joao Vicente;Acidente de trânsito;50
2019;Rua Joao Vicente;Lesão corporal culposa - trânsito;56
2019;Rua Leopoldina Rego;Lesão corporal culposa - trânsito;11
2019;Rua Leopoldo Bulhoes;Acidente de trânsito;22
2019;Rua Leopoldo Bulhoes;Lesão corporal culposa - trânsito;24
2019;Rua Lino Teixeira;Acidente de trânsito;12
2019;Rua Lino Teixeira;Lesão corporal culposa - trânsito;14
2019;Rua Lins De Vasconcelos;Acidente de trânsito;15
2019;Rua Lins De Vasconcelos;Lesão corporal culposa - trânsito;16
2019;Rua Luis Beltrao;Acidente de trânsito;11
2019;Rua Luis Beltrao;Lesão corporal culposa - trânsito;14
2019;Rua Manoel Vitorino;Lesão corporal culposa - trânsito;11
2019;Rua Marcos De Macedo;Acidente de trânsito;12
2019;Rua Marcos De Macedo;Lesão corporal culposa - trânsito;12
2019;Rua Marques De Sao Vicente;Acidente de trânsito;15
2019;Rua Marques De Sao Vicente;Lesão corporal culposa - trânsito;16
2019;Rua Maxwell;Acidente de trânsito;22
2019;Rua Maxwell;Lesão corporal culposa - trânsito;20
2019;Rua Miguel Angelo;Lesão corporal culposa - trânsito;10
2019;Rua Ministro Edgard Romero;Acidente de trânsito;16
2019;Rua Ministro Edgard Romero;Lesão corporal culposa - trânsito;14
2019;Rua Motorista Luiz Abreu;Lesão corporal culposa - trânsito;10
2019;Rua Olinda Ellis;Acidente de trânsito;21
2019;Rua Olinda Ellis;Lesão corporal culposa - trânsito;21
2019;Rua Pereira Nunes;Acidente de trânsito;10
2019;Rua Pereira Nunes;Lesão corporal culposa - trânsito;10
2019;Rua Pinheiro Machado;Acidente de trânsito;21
2019;Rua Pinheiro Machado;Lesão corporal culposa - trânsito;22
2019;Rua Ramiro Magalhaes;Acidente de trânsito;10
2019;Rua Real Grandeza;Acidente de trânsito;11
2019;Rua Real Grandeza;Lesão corporal culposa - trânsito;11
2019;Rua Riachuelo;Lesão corporal culposa - trânsito;12
2019;Rua Rio Da Prata;Acidente de trânsito;18
2019;Rua Rio Da Prata;Lesão corporal culposa - trânsito;20
2019;Rua Sao Francisco Xavier;Acidente de trânsito;33
2019;Rua Sao Francisco Xavier;Lesão corporal culposa - trânsito;39
2019;Rua Sao Luis Gonzaga;Lesão corporal culposa - trânsito;11
2019;Rua Sao Luiz Gonzaga;Acidente de trânsito;12
2019;Rua Sao Luiz Gonzaga;Lesão corporal culposa - trânsito;17
2019;Rua Sao Miguel;Acidente de trânsito;12
2019;Rua Sao Miguel;Lesão corporal culposa - trânsito;13
2019;Rua Silva Vale;Acidente de trânsito;10
2019;Rua Teodoro Da Silva;Acidente de trânsito;37
2019;Rua Teodoro Da Silva;Lesão corporal culposa - trânsito;40
2019;Rua Uranos;Acidente de trânsito;39
2019;Rua Uranos;Lesão corporal culposa - trânsito;44
2019;Rua Ururai;Acidente de trânsito;11
2019;Rua Ururai;Lesão corporal culposa - trânsito;15
2019;Rua Vinte E Quatro De Maio;Acidente de trânsito;30
2019;Rua Vinte E Quatro De Maio;Lesão corporal culposa - trânsito;34
2019;Rua Visconde De Niteroi;Acidente de trânsito;32
2019;Rua Visconde De Niteroi;Lesão corporal culposa - trânsito;33
2019;Rua Voluntarios Da Patria;Lesão corporal culposa - trânsito;12
2019;Sem Tipo;Acidente de trânsito;11
2019;Sem Tipo;Lesão corporal culposa - trânsito;10
2019;Sem Tipo D Joao Vi;Acidente de trânsito;14
2019;Sem Tipo D Joao Vi;Lesão corporal culposa - trânsito;13
2019;Via Expressa Linha Amarela;Acidente de trânsito;45
2019;Via Expressa Linha Amarela;Lesão corporal culposa - trânsito;44
2019;Via Expressa Linha Vermelha;Acidente de trânsito;70
2019;Via Expressa Linha Vermelha;Lesão corporal culposa - trânsito;70
2019;Via Expressa Presidente Joao Goulart;Acidente de trânsito;14
2019;Via Expressa Presidente Joao Goulart;Lesão corporal culposa - trânsito;14
2019;Via Linha Amarela;Acidente de trânsito;13
2019;Via Linha Amarela;Lesão corporal culposa - trânsito;13
2019;Via Transolimpica;Acidente de trânsito;33
2019;Via Transolimpica;Lesão corporal culposa - trânsito;33
2019;Viaduto Dos Marinheiros;Acidente de trânsito;11
2019;Viaduto Dos Marinheiros;Lesão corporal culposa - trânsito;10
2019;Vila Sem Tipo Sem Nome;Acidente de trânsito;11
2019;Vila Sem Tipo Sem Nome;Lesão corporal culposa - trânsito;11
